ee_name,freq
"THE CHASE MANHATTAN BANK, AS ADMINISTRATIVE AGENT",281
CAPITAL ROYALTY PARTNERS II L.P.,280
"CITICORP NORTH AMERICA, AS ADMINISTRATIVE AGENT",280
WAVE COMPUTING LIQUIDATING TRUST,280
"ALTER DOMUS (US) LLC, AS ADMINISTRATIVE AGENT",279
STARBOARD VALUE AND OPPORTUNITY MASTER FUND LTD.,279
CONGRESS FINANCIAL CORPORATION,276
CORTLAND CAPITAL MARKET SERVICES LLC,276
"DEERFIELD SPECIAL SITUATIONS FUND, L.P.",275
"DEERFIELD SPECIAL SITUATIONS INTERNATIONAL MASTER FUND, L.P.",275
"HSBC BANK USA, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",275
JPMORGAN CHASE BANK N.A.,273
"OBSIDIAN AGENCY SERVICES, INC.",273
"OXFORD FINANCE LLC, AS COLLATERAL AGENT",272
"BSP AGENCY, LLC, AS AGENT",266
"GUGGENHEIM CORPORATE FUNDING, LLC, AS COLLATERAL AGENT",264
"CREDIT SUISSE FIRST BOSTON, CAYMAN ISLANDS BRANCH",261
"WHITE OAK COMMERCIAL FINANCE, LLC, AS COLLATERAL AGENT",261
"BLACK DIAMOND COMMERCIAL FINANCE, L.L.C.",259
HBK INVESTMENTS L.P.,257
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS COLLATERAL TRUSTEE",257
MANUFACTURERS HANOVER TRUST COMPANY,256
NALCO COMPANY,256
WACHOVIA CAPITAL FINANCE CORPORATION (NEW ENGLAND),256
"WELLS FARGO BANK, NATIONAL ASSOCIATION - AS COLLATERAL AGENT",256
"WELLS FARGO FOOTHILL, INC., AS COLLATERAL AGENT",256
ALLIANT TECHSYSTEMS INC.,252
"FLEET NATIONAL BANK, AS AGENT",252
"JMB CAPITAL PARTNERS LENDING, LLC",250
"CHEMICAL BANK, AS COLLATERAL AGENT",248
"TORONTO DOMINION (TEXAS),INC.,AS GENERAL ADMINISTRATIVE AGENT",248
"CITIBANK, N.A., AS THE COLLATERAL AGENT",246
SQUADRON MEDICAL FINANCE SOLUTIONS LLC,246
"JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT FOR THE SECURED PARTIES",245
"U.S. BANK NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",245
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS TERM COLLATERAL AGENT",244
"FIRST NATIONAL BANK OF BOSTON, THE",243
FIRST UNION NATIONAL BANK,243
"JPMORGAN CHASE BANK, N.A., AS SUCCESSOR AGENT",243
"NATIONSBANK, N.A.",240
"BANK OF AMERICA, N.A., AS COLLATERAL AGENT FOR SECURED CREDITORS",239
"GOLDMAN SACHS BANK USA, AS ADMINISTRATIVE AGENT",239
"CHASE MANHATTAN BANK, THE, AS ADMINISTRATIVE AGENT",238
"CITICORP USA, INC. AS ""COLLATERAL AGENT""",238
CONTINENTAL BANK N.A.,238
"CANADIAN IMPERIAL BANK OF COMMERCE, NEW YORK AGENCY, AS AGENT",237
"CHASE MANHATTAN BANK, N.A., THE",237
"US BANK NATIONAL ASSOCIATION, AS NOTES COLLATERAL AGENT",236
"HERCULES CAPITAL, INC.",235
"D.B. ZWIRN FINANCE, LLC, AS ADMINISTRATIVE AGENT",234
SIENA LENDING GROUP LLC,234
"TD BANK, N.A.",234
BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION AS ADMINISTRATIVE AGENT,231
"BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION, AS ADMINISTRATIVE AGENT",231
BT COMMERICAL CORPORATION,231
"U.S. BANK NATIONAL ASSOCIATION, AS COLLATERAL TRUSTEE",231
COMERICA BANK-CALIFORNIA,230
"GREAT ROCK CAPITAL PARTNERS MANAGEMENT, LLC",230
"CERBERUS BUSINESS FINANCE AGENCY, LLC, AS COLLATERAL AGENT",229
"BANK OF AMERICA, N.A., AS AGENT AND U.S. LENDER",228
"DEERFIELD PRIVATE DESIGN FUND IV, L.P., AS AGENT",228
SQUARE 1 BANK,228
"HEALTHCARE FINANCIAL SOLUTIONS, LLC, AS SUCCESSOR AGENT",227
LEHMAN COMMERCIAL PAPER INC.,227
"HPS INVESTMENT PARTNERS, LLC",226
BT COMMERCIAL CORPORATION (AS AGENT),225
BANK OF AMERICA NATIONAL TRUST & SAVINGS ASSOCIATION AS AGENT,224
"CHEMICAL BANK, AS ADMINISTRATIVE AGENT",223
"CAPITAL ROYALTY PARTNERS II - PARALLEL FUND ""A"" L.P.",222
"FCC, LLC D/B/A FIRST CAPITAL, AS AGENT",222
"MEDLEY CAPTIAL CORPORATION, AS AGENT",222
PARALLEL INVESTMENT OPPORTUNITIES PARTNERS II L.P.,222
"CERBERUS BUSINESS FINANCE AGENCY, LLC, AS THE COLLATERAL AGENT",221
"HERCULES TECHNOLOGY GROWTH CAPITAL, INC.",221
"MACQUARIE US TRADING LLC, AS COLLATERAL AGENT",221
"BANK OF NEW YORK, THE, AS COLLATERAL AGENT",219
"BANK OF AMERICA, NA",218
"BANK ONE, NA, AS AGENT",218
"CIT GROUP, THE/BUSINESS CREDIT, INC. AS ADMINISTRATIVE AGENT",217
"CIT GROUP/BUSINESS CREDIT, INC., THE, AS ADMINISTRATIVE AGENT",217
BANQUE NATIONALE DE PARIS,216
"CREDIT SUISSE,",216
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",216
"WELLS FARGO BANK, NATIONAL ASSOCIATION, AS THE COLLATERAL AGENT",216
"GOLUB CAPITAL MARKETS LLC, AS COLLATERAL AGENT",215
"OBSIDIAN AGENCY SERVICES, INC., AS COLLATERAL AGENT",215
"TORONTO-DOMINION BANK, THE",215
SOCIETE GENERALE,213
"CORTLAND CAPITAL MARKET SERVICES LLC, AS THE COLLATERAL AGENT",212
"LEHMAN COMMERCIAL PAPER, INC.",212
SCILEX HOLDING COMPANY,212
ACF FINCO I LP,211
"NATIONAL CITY BANK, AS COLLATERAL AGENT",211
"WACHOVIA BANK, N.A.",211
"OAK HILL SECURITIES FUND, L.P.",210
STATE STREET BANK AND TRUST COMPANY,210
"SUN DRIVESOL FINANCE, LLC",210
"THE BANK OF NEW YORK MELLON, AS THIRD LIEN AGENT",210
THE PRIVATEBANK AND TRUST COMPANY,209
"LASALLE BUSINESS CREDIT, LLC",206
TRANSAMERICA BUSINESS CREDIT CORPORATION,204
"WELLS FAGO BANK, NATIONAL ASSOCIATION",204
"BANK OF NEW YORK TRUST COMPANY, N.A., THE",203
"CHASE MANHATTAN BANK, THE NATIONAL ASSOCIATION",201
"WELLS FARGO BANK MINNESOTA, NATIONAL ASSOCIATION",201
BEAR STEARNS CORPORATE LENDING INC.,200
"GLOBUS MEDICAL, INC.",200
"GOLDMAN SACHS CREDIT PARTNERS, L.P., AS COLLATERAL AGENT",199
"INNOVATUS LIFE SCIENCES LENDING FUND I, LP, AS COLLATERAL AGENT",199
WM. WRIGLEY JR. COMPANY,199
"AEA DEBT MANAGEMENT LP, SECOND LIEN COLLATERAL AGENT",198
"BANK OF AMERICA, N.A. (A NATIONAL BANKING INSTITUTION)",198
"CITIZENS BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",198
"CITIZENS BUSINESS CAPITAL, A DIVISION OF CITIZENS ASSET FINANCE, INC., AS AGENT",198
"SILVER POINT FINANCE, LLC, AS ADMINISTRATIVE AGENT",197
"ALEXANDER FINANCE, LP",196
"BANK OF AMERICA, N.A., AS FIRST LIEN COLLATERAL AGENT",196
"JPMORGAN CHASE BANK, N.A. AS COLLATERAL AGENT",196
WILMINGTON TRUST (LONDON) LIMITED,195
"BANKBOSTON, N.A., AS AGENT",194
TORONTO DOMINION (TEXAS) LLC,194
"BNP PARIBAS, AS ADMINISTRATIVE AGENT",192
"CAPITALSOURCE FINANCE LLC, AS AGENT",192
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT",192
"GOLDMAN SACHS BANK, USA",192
"HELLER HEALTHCARE FINANCE, INC.",192
"WILMINGTON TRUST COMPANY, AS TRUSTEE",192
"ANTARES CAPITAL CORPORATION, AS AGENT",191
"CITICORP USA, INC., AS TERM C LOAN COLLATERAL AGENT AND CITICORP USA, INC. AS ADMINISTRATIVE AGENT",190
JP MORGAN CHASE BANK N.A.,190
"P-WAVE HOLDINGS, LLC",190
D.P. KELLY & ASSOCIATES,189
E. ON AG,189
"FSJC III, LLC",189
"GENERAL MOTORS EMPLOYEE GLOBAL GROUP PENSION TRUST, DEPARTMENT OF PENSIONS - CITY OF LOS ANGELES NAVY EXCHANGE SERVICE COMMAND RETIREMENT TRUST RAYTHEON CO. MASTER PENSION TRUST AND FIRST DATA CORPORATION MASTER RETIREMENT TRUST",189
"CONNECTICUT NATIONAL BANK THE, A NATIONAL BANKING ASSOCIATION AS TRUSTEE",188
REGIONS BANK,188
"WILMINGTON TRUST, NATIONAL ASSOCIATION, SOLELY IN ITS CAPACITY AS COLLATERAL TRUSTEE",188
"WOODS KATHLEEN D., AS TRUSTEE",188
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS AGENT",187
"HAYFIN SERVICES LLP, AS COLLATERAL AGENT",187
"ING CAPITAL LLC, AS ADMINISTRATIVE AGENT",187
"HEALTHCARE FINANCIAL SOLUTIONS, LLC, AS AGENT",186
"UBS AG, STAMFORD BRANCH, AS AGENT",186
"JEFFERIES FINANCE LLC, AS ADMINISTRATIVE AGENT",185
ELPIDA MEMORY INC.,184
"CITIBANK NORTH AMERICA, INC., AS ADMINISTRATIVE AGENT",183
"FIRSTAR BANK, N.A.",183
"CRG SERVICING LLC, AS ADMINISTRATIVE AGENT",182
IMPERIAL BANK,182
"JEFFERIES FINANCE LLC, AS THE COLLATERAL AGENT",182
"CITICORP USA, INC., AS COLLATERAL AGENT",180
"TEXAS COMMERCE BANK NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",179
BLACK DIAMOND COMMERCIAL FINANCE L.L.C.,178
"HCR COLLATERAL MANAGEMENT, LLC, AS ADMINISTRATIVE AGENT",178
ARNOS CORP.,177
"BNP PARIBAS, AS COLLATERAL AGENT",177
HELLER FINANCIAL INC.,177
"BANKAMERICA BUSINESS CREDIT, INC.",176
"PERCEPTIVE CREDIT HOLDINGS II, LP",176
"BT COMMERCIAL CORPORATION, AS COLLATERAL AGENT",175
"WELLS FARGO BANK, N.A., AS COLLATERAL AGENT",175
"WILMINGTON TRUST (LONDON) LIMITED, AS COLLATERAL AGENT",175
CHEMICAL BANK (AS AGENT),174
"OWL ROCK CORE INCOME CORP., AS COLLATERAL AGENT",174
SECURITY PACIFIC NATIONAL BANK,174
"INNOVATUS LIFE SCIENCES LENDING FUND I, LP",172
"MIDCAP FINANCIAL, LLC",172
"PATRIARCH PARTNERS AGENCY SERVICES, LLC",172
"BMO HARRIS BANK N.A., AS COLLATERAL AGENT",171
WILMINGTON TRUST FSB,171
CIBC BANK USA,170
"JPMORGAN CHASE BANK, N.A.. AS COLLATERAL AGENT",170
THE STANDARD REGISTER COMPANY,169
FIRST NATIONAL BANK OF BOSTON,168
"JUNIPER NETWORKS, INC.",168
"PARTNERS FOR GROWTH, L.P.",168
"PERSEUS PARTNERS VII, L.P.",168
TEXAS COMMERCE BANK NATIONAL ASSOCIATION,168
DEUTSCHE BANK AG,167
"J.P. MORGAN TRUST COMPANY, NATIONAL ASSOCIATION, AS TRUSTEE",167
"NATIONAL CITY BANK, AS ADMINISTRATIVE AGENT",167
"AGILITY CAPITAL, LLC",166
DEUTSCHE BANK AG CAYMAN ISLANDS BRANCH,165
"KEYBANK NATIONAL ASSOCIATION, AS THE ADMINISTRATIVE AGENT",165
"MIDCAP FUNDING IV TRUST, AS SUCCESSOR TO EXISTING ADMINISTRATIVE AGENT",165
"CF GLOBAL CREDIT, LP",164
DEUTSCHE BANK AG CAYMAN ISLANDS BRANCH AS SECOND-LIEN COLLATERAL AGENT,164
CITIZENS BANK OF MASSACHUSETTS,163
BANK OF AMERICA N.A. AS AGENT,160
"WILMINGTON TRUST, AS COLLATERAL TRUSTEE",160
"ATHYRIUM OPPORTUNITIES II ACQUISITION LP, AS ADMINISTRATIVE AGENT",158
FLEET BANK,158
CHASE MANHATTAN BANK (N.A.),157
"CITICORP INDUSTRIL CREDIT, INC., 450 MAMARONECK AVE., HARRISON, NY 10528, A CORP.",156
GE BUSINESS FINANCIAL SERVICES INC.,156
WACHOVIA BANK NATIONAL ASSOCIATION,156
GOLDMAN SACHS LENDING PARTNERS LLC,155
"WILMINGTON TRUST, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",155
"BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION,",154
NATIONAL PENN BANK,154
"VENTURE LENDING & LEASING IV, INC.",154
"CITIZENS BANK, N.A., AS COLLATERAL AGENT",153
"OBSIDIAN, LLC, AS COLLATERAL AGENT",151
"CERBERUS BUSINESS FINANCE AGENCY, LLC",150
CHASE MANHATTAN BANK,150
ROSALIND MASTER FUND LP,150
"GUGGENHEIM CORPORATE FUNDING, LLC",149
"KKR LOAN ADMINISTRATION SERVICES LLC, AS COLLATERAL AGENT",149
"WELLS FARGO BANK, NA, AS ADMINISTRATIVE AGENT",149
DBD CREDIT FUNDING LLC,148
"NATIONSBANK, NATIONAL ASSOCIATION, AS AGENT",148
"SPECIAL VALUE INVESTMENT MANAGEMENT, LLC",148
"BANK OF AMERICA, N.A., AS NEW ADMINISTRATIVE AGENT, SWING LINE LENDER AND L/C ISSUER",147
RABOBANK INTERNATIONAL,147
"VENTURE LENDING & LEASING V, INC.",147
BANCBOSTON FINANCIAL COMPANY,146
"CF LENDING, LLC , AS ADMINISTRATIVE AGENT",146
"ACF FINCO I LP, AS AGENT",145
ENDOWMENET RESTART L.L.C.,145
MORGENS WATERFALL INCOME PARTNERS,145
"MORGENS, WATERFALL, VINTIADIS & CO., INC.",145
"RESTART PARTNERS II, L.P.",145
"RESTART PARTNERS III, L.P.",145
"RESTART PARTNERS IV, L.P.",145
RESTART PARTNERS V. L.P.,145
"RESTART PARTNERS, L.P.",145
"ASAHI KASEI KURARAY MEDICAL CO., LTD.",144
"JPMORGAN CHASE BANK, N.A., AS SYNDICATION AGENT, U.S. COLLATERAL AGENT AND ADMINISTRATIVE AGENT",144
TRIPLEPOINT CAPITAL LLC,144
"VENTURE BANKING GROUP, A DIVISION OF CUPERTINO NATIONAL BANK & TRUST",143
"FIRST UNION NATIONAL BANK, AS AGENT",142
"LAURUS MASTER FUND, LTD.",142
"NATIONAL CITY BANK, AS MULTICURRENCY COLLATERAL AGENT",142
"ANTARES CAPITAL LP, AS COLLATERAL AGENT",141
"ENCINA BUSINESS CREDIT, LLC",141
"HPS INVESTMENT PARTNERS, LLC, AS ADMINISTRATIVE AGENT",141
"BMO BANK N.A., AS ADMINISTRATIVE AGENT",139
"PROJECT IVORY ACQUISITION, LLC",139
"BANK OF AMERICA, N.A. AS AGENT",138
"CIT GROUP/COMMERCIAL SERVICES, INC., AS AGENT, THE",138
"CITICORP NORTH AMERICA, INC, AS COLLATERAL AGENT",138
"CLEARLAKE CAPITAL PARTNERS, LLC",138
BANKERS TRUST COMPANY (TERM AGENT),137
BANK OF THE WEST,136
"KOREA DEVELOPMENT BANK, NEW YORK BRANCH",136
THE BANK OF NOVA SCOTIA,136
"USB AG, STAMFORD BRANCH",135
"BT COMMERICAL CORPORATION (AS COLLATERAL AGENT FOR THE SECURED CREDITORS), A CORP. OF DE",134
"JEFFERIES FINANCE, LLC",134
"MELLON BANK, N.A.",134
"RIC INVESTMENTS, INC.",134
AESCULAP AG,133
"SOUTHEAST BANK, N.A.",133
"UNION BANK, N.A., AS AGENT FOR THE SECURED PARTIES",133
CANADIAN IMPERIAL BANK OF COMMERCE (AS AGENT),132
"ORION ENERGY PARTNERS INVESTMENT AGENT, LLC",132
"U.S. BANK, N.A.",132
"CONNECTICUT NATIONAL BANK, THE",131
"DEUTSCHE BANK AG, NEW YORK BRANCH",131
GLADSTONE CAPITAL CORPORATION,131
"CITICORP NORTH AMERICA, INC. AS AGENT",130
CLAYTON DUBILIER & RICE FUND VI LIMITED PARTNERSHIP,130
"NORWEST BUSINESS CREDIT, INC.",130
"KOOKMIN BANK, NEW YORK BRANCH, AS ADMINISTRATIVE AGENT",129
RUNWAY GROWTH FINANCE CORP.,129
"THE CIT GROUP/BUSINESS CREDIT, INC.",129
"WELLS FARGO, NATIONAL ASSOCIATION",129
"BARCLAYS BUSINESS CREDIT, INC.",128
MANCHESTER SECURITIES CORPORATION,128
NATIONAL BANK OF CANADA,128
"PLC AGENT LLC, AS COLLATERAL AGENT",128
"ALLY COMMERCIAL FINANCE LLC, AS AGENT",127
CONTINENTAL ILLINOIS NATIONAL BANK AND TRUST COMPANY OF CHICAGO,127
"ABLECO FINANCE LLC, AS AGENT, A DELAWARE LIMITED LIABILITY COMPANY",126
"JP MORGAN CHASE BANK N.A., AS ADMINISTRATIVE AGENT",126
"SOUTHEAST BANK, N.A., MIDLAD BANK PLC (SINGAPORE BRANCH) CREDIT LYONNAIS (CAYMAN ISLANDS BRANCH)",126
"WILMINGTON TRUST COMPANY, AND MICHAEL M. LEDYARD, TRUSTEE AND INDIVIDUAL TRUSTEE",126
CANTOR FITZGERALD SECURITIES,125
OXFORD FINANCE LLC,124
"SWK FUNDING LLC, AS AGENT",124
HARRIS TRUST AND SAVINGS BANK,123
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",123
"COMERICA BANK, AS ADMINISTRATIVE AGENT",122
CITIBANK N.A.,121
"JPMORGAN CHASE BANK, N.A. AS ADMINISTATIVE AGENT",121
"GOLDMAN SACHS LENDING PARTNERS, LLC AS COLLATERAL AGENT",120
ROSALIND OPPORTUNITIES FUND I LP,120
"U.S. BANK NATIONAL ASSOCIATION, NOT IN ITS INDIVIDUAL CAPACITY BUT SOLELY AS NOTES COLLATERAL AGENT",120
"CHEMICAL BANK, A NY BANKING CORP.",119
"CITICORP USA, INC. AS ADMINISTRATIVE AGENT",119
FIFTH THIRD BANK,119
"HEALTHCARE FINANCIAL SOLUTIONS, LLC, AS SUCCESSOR ADMINISTRATIVE AGENT",119
"HERCULES CAPITAL, INC., AS AGENT",119
HSBC BANK USA,119
"MAY PARTNERSHIP, THE",119
"VENTURE LENDING & LEASING VI, INC.",119
LG ELECTRONICS INC.,118
"CERBERUS BUSINESS FINANCE, LLC, AS AGENT",117
"CIT GROUP/BUSINESS CREDIT, INC., AS COLLATERAL AGENT, THE",117
CIT NORTHBRIDGE CREDIT LLC,117
"FLEXTRONICS AMERICA, LLC",117
"FLEXTRONICS INDUSTRIAL, LTD",117
INTELLECTUAL VENTURES ASSETS 186 LLC,117
LAKESTAR SEMI INC.,117
CONGRESS FINANCIAL CORPORATION (WESTERN),116
"HCP-FVF, LLC, AS COLLATERAL AGENT",116
"MIDLAND LOAN SERVICES, INC.",116
SILICON GRAPHICS INC.,116
"BANKBOSTON, N.A.",115
CONGRESS FINANCIAL CORPORATION (CENTRAL),115
CRYSTAL FINANCIAL LLC,115
HERITAGE BANK OF COMMERCE,115
"MORGAN STANLEY & CO., INC., AS COLLATERAL AGENT",115
"TCI BUSINESS CAPITAL, INC.",115
THE HUNTINGTON NATIONAL BANK,115
"DEUTSCHE BANK AG NEW YORK BRANCH, AS AGENT",114
"FIRST NATIONAL BANK OF BOSTON, THE, AS AGENT",114
"JEFFERIES FINANCE LLC, AS FIRST LIEN TERM LOAN ADMINISTRATIVE AGENT",114
"JEFFERIES FINANCE LLC, AS SECOND LIEN TERM LOAN ADMINISTRATIVE AGENT",114
MHR INSTITUTIONAL PARTNERS IIA LP,114
"WILMINGTON TRUST FSB, AS NOTEHOLDER COLLATERAL AGENT",114
SWK FUNDING LLC,113
"TRANSAMERICA BUSINESS CREDIT CORPORATION, AS AGENT",113
FIRST UNION COMMERCIAL CORPORATION,112
"PROXAGENT, INC.",112
"SILICON GRAPHICS, INC",112
USB AG. STAMFORD BRANCH,112
"CCP III-A, L.P.",111
"CCP III-SBIC, L.P.",111
"CENTERFIELD CAPITAL PARTNERS III, L.P.",111
"CREDIT SUISSE AG, AS ADMINISTRATIVE AGENT",111
"CREDIT SUISSE, AS AGENT",111
"DEERFIELD PRIVATE DESIGN FUND III, L.P.",110
"JEFFERIES FINANCE LLC, AS PARI PASSU COLLATERAL AGENT",110
"CITIBANK, N.A., COLLATERAL AGENT",109
"CRYSTAL FINANCIAL LLC, AS AGENT",109
GMAC COMMERCIAL FINANCE LLC,109
"TRUIST BANK, AS COLLATERAL AGENT",109
"ANTARES CAPITAL LP, AS ADMINISTRATIVE AGENT",108
"BANK OF AMERICA, N.A,, AS ADMINISTRATIVE AGENT",108
GE CANADA FINANCE HOLDING COMPANY,108
"GENERAL ELECTRIC CAPITAL CORPORATION, AS US AGENT",108
INTELLECTUAL VENTURES ASSETS 191 LLC,108
MERRILL LYNCH CAPITAL CORPORATION,108
"MIDCAP FUNDING III, LLC",108
"NATIONSBANK OF TEXAS, N.A., AS AGENT",108
NORTEL NETWORKS CORPORATION,108
ALPHA CAPITAL ANSTALT,107
"CORTLAND CAPITAL MARKET SERVICES LLC, AS ADMINISTRATIVE AGENT",107
"DEUTSCHE BANK TRUST OF COMPANY AMERICAS, A COLLATERAL AGENT",107
"HIGHBRIDGE PRINCIPAL STRATEGIES, LLC, AS COLLATERAL AGENT",107
"CHEMICAL BANK, A NY CORP.",106
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,106
HORIZON TECHNOLOGY FINANCE CORPORATION,106
"MIDCAP FINANCIAL, LLC, AS AGENT AND AS A LENDER",106
"MB TECHNOLOGY HOLDINGS, LLC",105
PACIFIC MERCANTILE BANK,105
"PWER BRIDGE, LLC",105
"BANK OF AMERICA, N.A., AS ADMIN. AGENT",104
CAPITAL ROYALTY PARTNERS II (CAYMAN) L.P.,104
"CONNECTICUT NATIONAL BANK, A NATIONAL BAMKING ASSCIATION,",104
"WOODS, KATHLEEN D., AS TRUSTEES",104
"BANK OF NOVA SCOTIA, AS ADMINISTRATIVE AGENT",102
"CERBERUS BUSINESS FINANCE, LLC",102
"ENVIA SYSTEMS, INC.",102
"HARRIS N.A., AS SECURED PARTY",102
CAPITALSOURCE FINANCE LLC,101
"DEUTSCHE BANK TRUST COMPANY AMERICAS (FORMERLY KNOWN AS BANKERS TRUST COMPANY), AS AGENT",101
II-IV INCORPORATED,101
"NEWSTAR FINANCIAL, INC.",101
"ACQUA LIANA CAPITAL PARTNERS, LLC",100
"DBD CREDIT FUNDING, LLC",100
INFINEON TECHNOLOGIES AG,100
"SJC DLF III-S, LLC, AS COLLATERAL AGENT",100
BRISBEN WATER SOLUTIONS LLC,99
"CREDIT SUISSE, CAYMAN ISLANDS BRANCH",99
FINOVA CAPITAL CORPORATION,99
ITT COMMERCIAL FINANCE CORPORATION,99
NY GREEN BANK,99
WELLS FARGO BANK NATIONAL ASSOCIATION,99
"WILMINGTON TRUST, NATIONAL ASSOCIATION, AS THE COLLATERAL AGENT",99
"CENTERPOINT VENTURE PARTNERS, L.P.",98
"FIRST NATIONAL BANK AND TRUST COMPANY OF OKLAHOMA CITY, THE",98
"GUGGENHEIM CREDIT SERVICES, LLC, AS AGENT",98
M&I MARSHALL & ILSLEY BANK,98
NATIONAL BANK OF DETROIT,98
"OWL ROCK CAPITAL CORPORATION, AS COLLATERAL AGENT",98
"RHO VENTURES (QP), L.P.",98
"ALARIS MEDICAL SYSTEMS, INC.",97
"BANK OF AMERICA, AS AGENT",97
CHASE COMMERCIAL CORPORATION,97
"DEUTSCHE BANK TRUST COMPANY AMERICAS (FORMERLY KNOWN AS BANKER TRUST COMPANY), AS COLLATERAL AGENT",97
"K FINANCING, LLC",97
"NATIONSBANK, N.A., AS AGENT",97
"SILVER POINT FINANCE, LLC, AS COLLATERAL AGENT",97
"CAPITAL ONE LEVERAGE FINANCE CORP., AS AGENT",96
"COMPUTERSHARE TRUST COMPANY, N.A., AS COLLATERAL AGENT",96
"DEUTSCHE BANK AG, LONDON BRANCH",96
FRAM GROUP IP LLC,96
"GENESIS CAPITAL MANAGEMENT, LLC, AS AGENT",96
"HELLER FINANCIAL, INC., AS AGENT",96
BANK HAPOALIM B.M.,95
BANK OF AMERICA ILLINOIS,95
"COWEN HEALTHCARE ROYALTY PARTNERS II, L.P., AS LENDER",95
"GPB DEBT HOLDINGS II, LLC",95
WACHOVIA CAPITAL FINANCE CORPORATION (WESTERN),95
CANADIAN IMPERIAL BANK OF COMMERCE AS ADMINISTRATIVE AGENT,94
NAXYRIS S.A.,94
"THE BANK OF NEW YORK, AS COLLATERAL AGENT",94
"BRATTAIN, DONALD",93
BT COMMERCIAL CORPORATION,93
CABOT CORPORATION,93
"CITICORP USA, INC. AS COLLATERAL AGENT",93
"DNB BANK ASA, NEW YORK BRANCH, AS ADMINISTRATIVE AGENT",93
HILLSIDE CAPITAL INCORPORATED,93
"HODDER, WILLIAM A.",93
"LBC CREDIT PARTNERS III, L.P.",93
"SDS MERCHANT FUND, L.P.",93
FOOTHILL CAPITAL CORPORATION (A CALIFORNIA CORPORATION),92
"FORTRESS CREDIT CO LLC , AS COLLATERAL AGENT",92
"J.P. MORGAN EUROPE LIMITED, AS ALTERNATIVE CURRENCY AGENT",92
"JP MORGAN CHASE BANK, N.A. (AS ADMINISTRATIVE AGENT)",92
MONSANTO COMPANY,92
"CITICORP USA, INC.,",91
"DYMAS FUNDING COMPANY, LLC, AS ADMINISTRATIVE AGENT",91
"INFINITY SA LLC, AS PURCHASER AGENT",91
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",91
LIBERTY MEDIA CORPORATION,91
"MANUFACTURERS AND TRADERS TRUST COMPANY, AS ADMINISTRATIVE AGENT",91
"MIDCAP FUNDING IV TRUST, AS AGENT",91
"SOLAR CAPITAL LTD., AS COLLATERAL AGENT",91
"TECH5 USA, INC.",91
"CITICORP NORTH AMERICA, INC., AS ADMINISTRATIVE AND COLLATERAL AGENT",90
DEUTSCHE FINANCIAL SERVICES CORPORATION,90
FORTRESS CREDIT CORP.,90
"JPMORGAN CHASE BANK., N.A., AS COLLATERAL AGENT",90
MORGAN STANLEY & COMPANY INC.,90
"STATE BOARD OF ADMINISTRATION OF FLORIDA, THE",90
"THE CIT GROUP/BUSINESS CREDIT, INC. AS COLLATERAL AGENT",90
ABN AMRO BANK N.V.,89
"BANK OF AMERICA, N.A., AS SECOND LIEN COLLATERAL AGENT",88
"BANK OF MONTREAL, AS AGENT",88
"BIOLASE TECHNOLOGY, INC.",88
BZINFIN S.A.,88
"CITIBANK, N.A., AS ADMINISTRATIVE AND COLLATERAL AGENT",88
"COLLATERAL AGENTS, LLC",88
"DEUTSCHE BANK AG NEW YORK BRANCH, AS SECURITY AGENT",88
"MANUFACTURERS HANOVER TRUST COMPANY, AS AGENT",88
PITTSBURGH NATIONAL BANK,88
"TD BANK, N.A., AS ADMINISTRATIVE AGENT",88
"ARES CAPITAL CORPORATION, AS SECURITY AGENT",87
"MGG INVESTMENT GROUP LP, AS COLLATERAL AGENT",87
"FIRST NATIONAL BANK OF BOSTON, AS COLLATERAL AGENT A NATIONAL BANKING ASSOCIATION",86
"GOLDMAN SACHS SPECIALTY LENDING GROUP, L.P.",86
"ROYAL BANK OF SCOTLAND PLC, THE",86
"U.S BANK NATIONAL ASSOCIATION, AS COLLATERAL AGENT",86
"GLAS TRUST COMPANY LLC, AS SUCCESSOR COLLATERAL AGENT",85
"HARBINGER CAPITAL PARTNERS MASTER FUND I, LTD.",85
"JPMORGAN CHASE BANK, N.A,, AS ADMINISTRATIVE AGENT",85
