original_name,frequency,normalized_name
"MONUMENT PEAK VENTURES, LLC",1064,MONUMENT PEAK VENTURES LLC
"VISTEON EUROPEAN HOLDINGS, INC.",1054,VISTEON EUROPEAN HOLDINGS INC
WEATHERFORD CANADA LTD,1052,WEATHERFORD CANADA LTD
"CONEXANT SYSTEMS WORLDWIDE, INC.",1040,CONEXANT SYSTEMS WORLDWIDE INC
TEXSCAN CORPORATION,1038,TEXSCAN CORP
"POWER GUARD, INC.",1033,POWER GUARD INC
"ARRIS ENTERPRISES, INC.",1032,ARRIS ENTERPRISES INC
"ARRIS GROUP, INC.",1032,ARRIS GROUP INC
"ARRIS HOLDINGS CORP. OF ILLINOIS, INC.",1032,ARRIS HOLDINGS CORP OF ILLINOIS INC
"ARRIS SOLUTIONS, INC.",1032,ARRIS SOLUTIONS INC
"BIG BAND NETWORKS, INC.",1032,BIG BAND NETWORKS INC
GIC INTERNATIONAL CAPITAL LLC,1032,GIC INTERNATIONAL CAPITAL LLC
GIC INTERNATIONAL HOLDCO LLC,1032,GIC INTERNATIONAL HOLDCO LLC
"JERROLD DC RADIO, INC.",1032,JERROLD DC RADIO INC
"NEXTLEVEL SYSTEMS (PUERTO RICO), INC.",1032,NEXTLEVEL SYSTEMS PUERTO RICO INC
GEN-PROBE INCORPORATED,1028,GEN-PROBE INC
"CYTYC SURGICAL PRODUCTS, LIMITED PARTNERSHIP",1017,CYTYC SURGICAL PRODUCTS LTD PARTNERSHIP
"VISTEON EUROPEAN HOLDING, INC.",1006,VISTEON EUROPEAN HOLDING INC
"BIO-LAB, INC.",995,BIO-LAB INC
"OGIO INTERNATIONAL, INC.",987,OGIO INTERNATIONAL INC
TOPGOLF CALLAWAY BRANDS CORP. (F/K/A CALLAWAY GOLF COMPANY),987,TOPGOLF CALLAWAY BRANDS CORP F K A CALLAWAY GOLF CO
ATERNITY LLC,985,ATERNITY LLC
"OCLARO, INC.",983,OCLARO INC
"FIBERVISIONS, L.P.",982,FIBERVISIONS LP
"QUANTUM MEDICAL IMAGING, L.L.C.",980,QUANTUM MEDICAL IMAGING LLC
TROPHY DENTAL INC.,980,TROPHY DENTAL INC
NETIQ CORPORATION,973,NETIQ CORP
POLAROID CORPORATION,968,POLAROID CORP
POLAROID NEW BEDFORD REAL ESTATE LLC,968,POLAROID NEW BEDFORD REAL ESTATE LLC
POLAROID ASIA PACIFIC LLC,963,POLAROID ASIA PACIFIC LLC
POLAROID CAPITAL LLC,963,POLAROID CAPITAL LLC
POLAROID HOLDING COMPANY,963,POLAROID HOLDING CO
POLAROID INVESTMENT LLC,963,POLAROID INVESTMENT LLC
POLAROID NORWOOD REAL ESTATE LLC,963,POLAROID NORWOOD REAL ESTATE LLC
POLAROID WALTHAM REAL ESTATE LLC,963,POLAROID WALTHAM REAL ESTATE LLC
ZINK INCORPORATED,963,ZINK INC
POLAROID LATIN AMERICA I CORPORATION,962,POLAROID LATINAMERICA I CORP
"UNION CARBIDE CORPORATION,",955,UNION CARBIDE CORP
ZYNGA INC.,949,ZYNGA INC
ATTACHMATE CORPORATION,943,ATTACHMATE CORP
"MICROSEMI COMMUNICATIONS, INC. (F/K/A VITESSE SEMICONDUCTOR CORPORATION), A DELAWARE CORPORATION",942,MICROSEMI COMMUNICATIONS INC F K A VITESSE SEMICONDUCTOR CORP A DELAWARE CORP
"MICROSEMI CORP.-ANALOG MIXED SIGNAL GROUP, A DELAWARE CORPORATION",942,MICROSEMI CORP -ANALOG MIXED SIGNAL GROUP A DELAWARE CORP
"MICROSEMI CORP.-MEMORY AND STORAGE SOLUTIONS (F/K/A WHITE ELECTRONIC DESIGNS CORPORATION), AN INDIANA CORPORATION",942,MICROSEMI CORP -MEMORY & STORAGE SOLUTIONS F K A WHITE ELECTRONIC DESIGNS CORP AN INDIANA CORP
"MICROSEMI FREQUENCY AND TIME CORPORATION, A DELAWARE CORPORATION",942,MICROSEMI FREQUENCY & TIME CORP A DELAWARE CORP
"MICROSEMI SEMICONDUCTOR (U.S.) INC., A DELAWARE CORPORATION",942,MICROSEMI SEMICONDUCTOR US INC A DELAWARE CORP
"MICROSEMI SOC CORP., A CALIFORNIA CORPORATION",942,MICROSEMI SOC CORP A CALIFORNIA CORP
"MONEY NETWORK FINANCIAL, LLC",940,MONEY NETWORK FINANCIAL LLC
"ALL MEDIA GUIDE, LLC",936,ALL MEDIA GUIDE LLC
BORLAND SOFTWARE CORPORATION,931,BORLAND SOFTWARE CORP
"MICRO FOCUS (US), INC.",931,MICRO FOCUS US INC
"MICRO FOCUS SOFTWARE INC. (F/K/A NOVELL, INC.)",931,MICRO FOCUS SOFTWARE INC F K A NOVELL INC
"BL TECHNOLOGIES, INC.",923,BL TECHNOLOGIES INC
BLI HOLDING CORPORATION,923,BLI HOLDING CORP
"FIBERVISIONS PRODUCTS, INC.",923,FIBERVISIONS PRODUCTS INC
HERCULES CHEMICAL CORPORATION,923,HERCULES CHEMICAL CORP
"HERCULES COUNTRY CLUB, INC.",923,HERCULES COUNTRY CLUB INC
"HERCULES CREDIT, INC.",923,HERCULES CREDIT INC
"HERCULES EURO HOLDINGS, LLC",923,HERCULES EURO HOLDINGS LLC
HERCULES FINANCE COMPANY,923,HERCULES FINANCE CO
HERCULES INTERNATIONAL LIMITED,923,HERCULES INTERNATIONAL LTD
HERCULES SHARED SERVICES CORPORATION,923,HERCULES SHARED SERVICES CORP
HISPAN CORPORATION,923,HISPAN CORP
"WSP, INC.",923,WSP INC
"BROCADE COMMUNICATIONS SYSTEMS, INC.",906,BROCADE COMMUNICATIONS SYSTEMS INC
"DIEBOLD NIXDORF, INCORPORATED (F/K/A DIEBOLD, INCORPORATED)",906,DIEBOLD NIXDORF INC F K A DIEBOLD INC
DIEBOLD SELF-SERVICE SYSTEMS,906,DIEBOLD SELF-SERVICE SYSTEMS
"FOUNDRY NETWORKS, LLC",905,FOUNDRY NETWORKS LLC
"HERCULES INVESTMENTS, LLC",903,HERCULES INVESTMENTS LLC
CPFILMS INC.,902,CPFILMS INC
"THE CHEMOURS COMPANY FC, LLC",899,CHEMOURS CO FC LLC
"BETZDEARBORN EUROPE, INC.",898,BETZDEARBORN EUROPE INC
"BETZDEARBORN, INC.",889,BETZDEARBORN INC
"HERCULES INTERNATIONAL LIMITED, L.L.C.",889,HERCULES INTERNATIONAL LTD LLC
ANDREW LLC (F/K/A ANDREW CORPORATION),879,ANDREW LLC F K A ANDREW CORP
"ADVANCED MEDICAL OPTICS, INC.",878,ADVANCED MEDICAL OPTICS INC
ZENITH ELECTRONICS CORPORATION,877,ZENITH ELECTRONICS CORP
"BETZDEARBORN INTERNATIONAL, INC.",876,BETZDEARBORN INTERNATIONAL INC
"HERCULES FLAVOR, INC.",876,HERCULES FLAVOR INC
"ATHENS HOLDINGS, INC.",873,ATHENS HOLDINGS INC
"FIBERVISIONS, L.L.C.",872,FIBERVISIONS LLC
"COVINGTON HOLDINGS, INC.",869,COVINGTON HOLDINGS INC
"EAST BAY REALTY SERVICES, INC.",869,EAST BAY REALTY SERVICES INC
"ANODYNE MEDICAL DEVICE, INC.",867,ANODYNE MEDICAL DEVICE INC
"HILL-ROM COMPANY, INC.",867,HILL-ROM CO INC
"MORTARA INSTRUMENT SERVICES, INC.",867,MORTARA INSTRUMENT SERVICES INC
"MORTARA INSTRUMENT, INC.",867,MORTARA INSTRUMENT INC
"BRUNSWICK COMMERCIAL & GOVERNMENT PRODUCTS, INC.",866,BRUNSWICK COMMERCIAL & GOVERNMENT PRODUCTS INC
"METROLOGIC INSTRUMENTS, INC.",865,METROLOGIC INSTRUMENTS INC
SOLAICX,865,SOLAICX
SUN EDISON LLC,865,SUN EDISON LLC
"KCI LICENSING, INC.",861,KCI LICENSING INC
"APTIV DIGITAL, INC.",860,APTIV DIGITAL INC
BL CHEMICALS INC.,859,BL CHEMICALS INC
GENERAL MOTORS LLC,856,GENERAL MOTORS LLC
"GOPRO, INC.",852,GOPRO INC
THE GOODYEAR TIRE & RUBBER COMPANY,848,GOODYEAR TIRE & RUBBER CO
"PHASE MATRIX, INC.",847,PHASE MATRIX INC
"BETZDEARBORN CHINA, LTD.",845,BETZDEARBORN CHINA LTD
SONIC SOLUTIONS LLC,844,SONIC SOLUTIONS LLC
"BREATHE TECHNOLOGIES, INC.",843,BREATHE TECHNOLOGIES INC
"APPLIED BIOSYSTEMS, INC.",842,APPLIED BIOSYSTEMS INC
"CHEMICAL TECHNOLOGIES INDIA, LTD.",839,CHEMICAL TECHNOLOGIES INDIA LTD
VISKASE CORPORATION,838,VISKASE CORP
"BARDY DIAGNOSTICS, INC.",837,BARDY DIAGNOSTICS INC
"HILL-ROM HOLDINGS, INC.",837,HILL-ROM HOLDINGS INC
"AXLETECH INTERNATIONAL IP HOLDINGS, LLC",835,AXLETECH INTERNATIONAL IP HOLDINGS LLC
KELSEY-HAYES COMPANY,831,KELSEY-HAYES CO
D R C LTD.,826,D R C LTD
"DW HOLDINGS, INC.",826,DW HOLDINGS INC
"FREEDOM DESIGNS, INC.",813,FREEDOM DESIGNS INC
"AFFYMETRIX, INC.",811,AFFYMETRIX INC
VERTEX PHARMACEUTICALS (SAN DIEGO) LLC,799,VERTEX PHARMACEUTICALS SAN DIEGO LLC
VERTEX PHARMACEUTICALS INCORPORATED,799,VERTEX PHARMACEUTICALS INC
TRW AUTOMOTIVE U.S. LLC,796,TRW AUTOMOTIVE US LLC
TRW INTELLECTUAL PROPERTY CORP.,796,TRW INTELLECTUAL PROPERTY CORP
TRW VEHICLE SAFETY SYSTEMS INC.,796,TRW VEHICLE SAFETY SYSTEMS INC
SCIENCE INCORPORATED,792,SCIENCE INC
AOL ADVERTISING INC,791,AOL ADVERTISING INC
AOL INC,791,AOL INC
GOING INC,791,GOING INC
LIGHTNINGCAST LLC,791,LIGHTNINGCAST LLC
"MAPQUEST, INC",791,MAPQUEST INC
NETSCAPE COMMUNICATIONS CORPORATION,791,NETSCAPE COMMUNICATIONS CORP
QUIGO TECHNOLOGIES LLC,791,QUIGO TECHNOLOGIES LLC
"SPHERE SOURCE, INC",791,SPHERE SOURCE INC
TACODA LLC,791,TACODA LLC
"TRUVEO, INC",791,TRUVEO INC
"YEDDA, INC",791,YEDDA INC
MOMENTIVE PERFORMANCE MATERIALS GMBH & CO KG,790,MOMENTIVE PERFORMANCE MATERIALS GMBH & CO KG
MOMENTIVE PERFORMANCE MATERIALS JAPAN HOLDINGS GK,790,MOMENTIVE PERFORMANCE MATERIALS JAPAN HOLDINGS GK
"BALLY GAMING INTERNATIONAL, INC.",787,BALLY GAMING INTERNATIONAL INC
POLAROID CORPORATION (F/K/A OEP IMAGING OPERATING COMPANY),787,POLAROID CORP F K A OEP IMAGING OPERATING CO
INVISTA NORTH AMERICA S.A.R.L. (F/K/A ARTEVA NORTH AMERICA S.A.R.L.),781,INVISTA NORTH AMERICA SA R L F K A ARTEVA NORTH AMERICA SA R L
SIERRA DESIGN GROUP,781,SIERRA DESIGN GROUP
"4HOME, INC.",780,4HOME INC
"ACADIA AIC, INC.",780,ACADIA AIC INC
"AEROCAST, INC.",780,AEROCAST INC
"ARRIS KOREA, INC.",780,ARRIS KOREA INC
"BROADBUS TECHNOLOGIES, INC.",780,BROADBUS TECHNOLOGIES INC
CCE SOFTWARE LLC,780,CCE SOFTWARE LLC
"GENERAL INSTRUMENT AUTHORIZATION SERVICES, INC.",780,GENERAL INSTRUMENT AUTHORIZATION SERVICES INC
GENERAL INSTRUMENT CORPORATION,780,GENERAL INSTRUMENT CORP
"GENERAL INSTRUMENT INTERNATIONAL HOLDINGS, INC.",780,GENERAL INSTRUMENT INTERNATIONAL HOLDINGS INC
IMEDIA CORPORATION,780,IMEDIA CORP
"LEAPSTONE SYSTEMS, INC.",780,LEAPSTONE SYSTEMS INC
"MODULUS VIDEO, INC.",780,MODULUS VIDEO INC
"MOTOROLA WIRELINE NETWORKS, INC.",780,MOTOROLA WIRELINE NETWORKS INC
"NETOPIA, INC.",780,NETOPIA INC
"QUANTUM BRIDGE COMMUNICATIONS, INC.",780,QUANTUM BRIDGE COMMUNICATIONS INC
"SETJAM, INC.",780,SETJAM INC
"SUNUP DESIGN SYSTEMS, INC.",780,SUNUP DESIGN SYSTEMS INC
THE GI REALTY TRUST 1996,780,GI REALTY TRUST 1996
"UCENTRIC SYSTEMS, INC.",780,UCENTRIC SYSTEMS INC
"ARVINMERITOR, INC.",770,ARVINMERITOR INC
FERRO CORPORATION,769,FERRO CORP
FEDERAL CARTRIDGE COMPANY,765,FEDERAL CARTRIDGE CO
"SERENA SOFTWARE, INC",765,SERENA SOFTWARE INC
FCA US LLC (FORMERLY KNOWN AS CHRYSLER GROUP LLC),762,FCA US LLC FORMERLY KNOWNAS CHRYSLER GROUP LLC
"CELERITY, INC.",758,CELERITY INC
"CELERITY HOLDING COMPANY, INC.",756,CELERITY HOLDING CO INC
FEDERAL CARTRIDGE CO.,751,FEDERAL CARTRIDGE CO
"ORBITAL ATK, INC. (F/K/A ALLIANT TECHSYSTEMS INC.)",751,ORBITAL ATK INC F K A ALLIANT TECHSYSTEMS INC
"ARCADE PLANET, INC.",747,ARCADE PLANET INC
"ARVIN TECHNOLOGIES, INC.",747,ARVIN TECHNOLOGIES INC
"BALLY GAMING, INC",747,BALLY GAMING INC
"BALLY TECHNOLOGIES, INC.",747,BALLY TECHNOLOGIES INC
"SHFL ENTERTAINMENT, INC",747,SHFL ENTERTAINMENT INC
"ENTERASYS NETWORKS, INC.",744,ENTERASYS NETWORKS INC
"FIRST DATA RESOURCES, LLC",744,FIRST DATA RESOURCES LLC
RPX CORPORATION,742,RPX CORP
FIBERVISIONS INCORPORATED,739,FIBERVISIONS INC
"ARVINMERITOR TECHNOLOGY, LLC",735,ARVINMERITOR TECHNOLOGY LLC
"ARVINMERITOR OE, LLC",731,ARVINMERITOR OE LLC
"EUCLID INDUSTRIES, LLC",731,EUCLID INDUSTRIES LLC
"GABRIEL RIDE CONTROL PRODUCTS, INC.",731,GABRIEL RIDE CONTROL PRODUCTS INC
MAREMOUNT CORPORATION,731,MAREMOUNT CORP
"MERITOR HEAVY VEHICLE SYSTEMS, LLC",731,MERITOR HEAVY VEHICLE SYSTEMS LLC
"MERITOR TECHNOLOGY, LLC",731,MERITOR TECHNOLOGY LLC
MERITOR TRANSMISSION CORPORATION,731,MERITOR TRANSMISSION CORP
"MOTOR HEAVY VEHICLE SYSTEMS, LLC",731,MOTOR HEAVY VEHICLE SYSTEMS LLC
BROOKTREE CORPORATION,729,BROOKTREE CORP
BROOKTREE WORLDWIDE SALES CORPORATION,729,BROOKTREE WORLDWIDE SALES CORP
"AQUA CLEAR INDUSTRIES, LLC",727,AQUA CLEAR INDUSTRIES LLC
"ASEPSIS, INC.",727,ASEPSIS INC
"CAMELBAK PRODUCTS, LLC",720,CAMELBAK PRODUCTS LLC
VISTA OUTDOOR OPERATIONS LLC,719,VISTA OUTDOOR OPERATIONS LLC
"CROWN PACKAGING TECHNOLOGY, INC.",714,CROWN PACKAGING TECHNOLOGY INC
SECUREWORKS CORP.,713,SECUREWORKS CORP
"BUSHNELL HOLDINGS, INC.",709,BUSHNELL HOLDINGS INC
"NIGHT OPTICS USA, INC.",707,NIGHT OPTICS USA INC
CAVIUM NETWORKS LLC,700,CAVIUM NETWORKS LLC
"CAVIUM, INC",700,CAVIUM INC
QLOGIC CORPORATION,700,QLOGIC CORP
"NOVELL, INC.",698,NOVELL INC
"PLANTRONICS, INC.",697,PLANTRONICS INC
ARRIS ENTERPRISES LLC,694,ARRIS ENTERPRISES LLC
NEKTAR THERAPEUTICS,693,NEKTAR THERAPEUTICS
"LEGERITY, INC.",683,LEGERITY INC
"BEE STINGER, LLC",678,BEE STINGER LLC
"BELL SPORTS, INC.",678,BELL SPORTS INC
"GOLD TIP, LLC",678,GOLD TIP LLC
MICHAELS OF OREGON CO.,678,MICHAELS OF OREGON CO
MILLETT INDUSTRIES,678,MILLETT INDUSTRIES
"STONEY POINT PRODUCTS, INC.",678,STONEY POINT PRODUCTS INC
"TRITON BOAT COMPANY, L.P.",672,TRITON BOAT CO LP
APTIV DIGITAL INC.,669,APTIV DIGITAL INC
"BRUNSWICK COMMERICAL & GOVERNMENT PRODUCTS, INC.",668,BRUNSWICK COMMERICAL & GOVERNMENT PRODUCTS INC
"GIGPEAK, INC.",665,GIGPEAK INC
ISP INVESTMENTS INC.,665,ISP INVESTMENTS INC
"MAGNUM SEMICONDUCTOR, INC.",664,MAGNUM SEMICONDUCTOR INC
ENDWAVE CORPORATION,661,ENDWAVE CORP
"CHIPX, INCORPORATED",646,CHIPX INC
"INTEGRATED DEVICE TECHNOLOGY, INC.",646,INTEGRATED DEVICE TECHNOLOGY INC
CNK CHEMICAL REALTY CORPORATION,645,CNK CHEMICAL REALTY CORP
KEM MANUFACTURING CORPORATION,645,KEM MANUFACTURING CORP
NAUGATUCK TREATMENT COMPANY,645,NAUGATUCK TREATMENT CO
EVERI GAMES INC.,638,EVERI GAMES INC
"FIELD CONTAINER QUERETARO (USA), L.L.C.",636,FIELD CONTAINER QUERETARO USA LLC
"GRAPHIC PACKAGING INTERNATIONAL, LLC",636,GRAPHIC PACKAGING INTERNATIONAL LLC
"PMC-SIERRA US, INC.",633,PMC-SIERRA US INC
"PMC-SIERRA, INC.",633,PMC-SIERRA INC
"WINTEGRA, INC.",633,WINTEGRA INC
MICROSEMI FREQUENCY AND TIME CORPORATION,632,MICROSEMI FREQUENCY & TIME CORP
"MICROSEMI COMMUNICATIONS, INC.",631,MICROSEMI COMMUNICATIONS INC
MICROSEMI CORP. - POWER PRODUCTS GROUP,631,MICROSEMI CORP - POWER PRODUCTS GROUP
MICROSEMI CORP. - RF INTEGRATED SOLUTIONS,631,MICROSEMI CORP - RF INTEGRATED SOLUTIONS
"MICROSEMI SEMICONDUCTOR (U.S.), INC.",631,MICROSEMI SEMICONDUCTOR US INC
MICROSEMI SOC CORP.,631,MICROSEMI SOC CORP
METEOR HOLDING CORPORATION,620,METEOR HOLDING CORP
"OMNIPLANAR, INC.",620,OMNIPLANAR INC
"MICROSEMI STORAGE SOLUTIONS (U.S.), INC.",615,MICROSEMI STORAGE SOLUTIONS US INC
"EXTREME NETWORKS, INC.",610,EXTREME NETWORKS INC
"NVT, LLC",610,NVT LLC
"AVENT, INC.",606,AVENT INC
"ALPHATEC SPINE, INC.",605,ALPHATEC SPINE INC
HYUNDAI ELECTRONICS AMERICA,602,HYUNDAI ELECTRONICS AMERICA
"ALPHATEC HOLDINGS, INC.",599,ALPHATEC HOLDINGS INC
BUSHNELL INC.,593,BUSHNELL INC
DIRECT RADIOGRAPHY CORP.,589,DIRECT RADIOGRAPHY CORP
SIGNODE INDUSTRIAL GROUP LLC,589,SIGNODE INDUSTRIAL GROUP LLC
MANNKIND CORPORATION,582,MANNKIND CORP
"RF MICRO DEVICES, INC.",578,RF MICRO DEVICES INC
HEXCEL CORPORATION,577,HEXCEL CORP
C PREME LIMITED LLC,576,C PREME LTD LLC
"LOGAN OUTDOOR PRODUCTS, LLC",576,LOGAN OUTDOOR PRODUCTS LLC
THE STANDARD REGISTER COMPANY,575,STANDARD REGISTER CO
"ANGIODYNAMICS, INC.",573,ANGIODYNAMICS INC
"IKANOS COMMUNICATIONS, INC.",567,IKANOS COMMUNICATIONS INC
"CEQUENT CONSUMER PRODUCTS, INC.",564,CEQUENT CONSUMER PRODUCTS INC
"RPC PHOTONICS, INC.",563,RPC PHOTONICS INC
VIAVI SOLUTIONS INC.,563,VIAVI SOLUTIONS INC
HUNTSMAN CORPORATION,562,HUNTSMAN CORP
"PALM, INC.",561,PALM INC
READ-RITE CORPORATION,556,READ-RITE CORP
CARESTREAM DENTAL LLC,554,CARESTREAM DENTAL LLC
LUMENTUM OPERATIONS LLC,554,LUMENTUM OPERATIONS LLC
"OCLARO FIBER OPTICS, INC.",554,OCLARO FIBER OPTICS INC
"DANA HEAVY VEHICLE SYSTEMS GROUP, LLC",549,DANA HEAVY VEHICLE SYSTEMS GROUP LLC
"SOLENIS TECHNOLOGIES, L.P.",548,SOLENIS TECHNOLOGIES LP
"SPIRIT AEROSYSTEMS, INC.",548,SPIRIT AEROSYSTEMS INC
ASPECT COMMUNICATIONS CORPORATION,544,ASPECT COMMUNICATIONS CORP
"DANA AUTOMOTIVE SYSTEMS GROUP, LLC",544,DANA AUTOMOTIVE SYSTEMS GROUP LLC
DANA LIMITED,544,DANA LTD
INVISTA NORTH AMERICA S.A.R.L.,543,INVISTA NORTH AMERICA SA R L
"LASER BAND, LLC",543,LASER BAND LLC
"SUNEDISON, INC. (F/K/A MEMC ELECTRONIC MATERIALS, INC.)",543,SUNEDISON INC F K A MEMC ELECTRONIC MATERIALS INC
TEMPTIME CORPORATION,543,TEMPTIME CORP
ZEBRA TECHNOLOGIES CORPORATION,543,ZEBRA TECHNOLOGIES CORP
FLEXSYS AMERICA L.P.,540,FLEXSYS AMERICA LP
"ASPECT SOFTWARE INTERMEDIATE HOLDINGS, INC.",539,ASPECT SOFTWARE INTERMEDIATE HOLDINGS INC
"FIRSTPOINT CONTACT TECHNOLOGIES, LLC",539,FIRSTPOINT CONTACT TECHNOLOGIES LLC
"ADAPTIVE SWITCH LABORATORIES, INC.",537,ADAPTIVE SWITCH LABORATORIES INC
INVACARE CREDIT CORPORATION,537,INVACARE CREDIT CORP
"INVACARE HOLDINGS, LLC",537,INVACARE HOLDINGS LLC
INVAMEX HOLDINGS LLC,537,INVAMEX HOLDINGS LLC
"ELECTRICAL RELIABILITY SERVICES, INC.",536,ELECTRICAL RELIABILITY SERVICES INC
"COMMVAULT SYSTEMS, INC.",525,COMMVAULT SYSTEMS INC
"REMY TECHNOLOGIES, L.L.C.",521,REMY TECHNOLOGIES LLC
"CELERITY SYSTEMS, INC.",513,CELERITY SYSTEMS INC
VISTA OUTDOOR INC.,510,VISTA OUTDOOR INC
"AMMUNITION ACCESSORIES, INC.",505,AMMUNITIONACCESSORIES INC
DMT SOLUTIONS GLOBAL CORPORATION,500,DMT SOLUTIONS GLOBAL CORP
CHRYSLER GROUP GLOBAL ELECTRIC MOTORCARS LLC,497,CHRYSLER GROUP GLOBAL ELECTRIC MOTORCARS LLC
CHRYSLER GROUP LLC,497,CHRYSLER GROUP LLC
NEXTEST SYSTEMS CORPORATION,494,NEXTEST SYSTEMS CORP
"BLUE COAT SYSTEMS, INC.",493,BLUE COAT SYSTEMS INC
"EAGLE TEST SYSTEMS, INC.",492,EAGLE TEST SYSTEMS INC
"TERADYNE, INC.",492,TERADYNE INC
ENERGID TECHNOLOGIES CORPORATION,491,ENERGID TECHNOLOGIES CORP
"GENRAD, LLC",491,GENRAD LLC
LITEPOINT CORPORATION,491,LITEPOINT CORP
"B/E AEROSPACE, INC.",490,B E AEROSPACE INC
CABOT MICROELECTRONICS CORPORATION,488,CABOT MICROELECTRONICS CORP
"ACE DOWNHOLE, LLC",485,ACE DOWNHOLE LLC
APERGY BMCS ACQUISITION CORP.,485,APERGY BMCS ACQUISITION CORP
"HARBISON-FISCHER, INC.",485,HARBISON-FISCHER INC
"NORRIS RODS, INC.",485,NORRIS RODS INC
"NORRISEAL-WELLMARK, INC.",485,NORRISEAL-WELLMARK INC
"PCS FERGUSON, INC.",485,PCS FERGUSON INC
"QUARTZDYNE, INC.",485,QUARTZDYNE INC
"SPIRIT GLOBAL ENERGY SOLUTIONS, INC.",485,SPIRIT GLOBAL ENERGY SOLUTIONS INC
"THETA OILFIELD SERVICES, INC.",485,THETA OILFIELD SERVICES INC
US SYNTHETIC CORPORATION,485,US SYNTHETIC CORP
"WINDROCK, INC.",485,WINDROCK INC
"PETTERS CONSUMER BRANDS INTERNATIONAL, LLC",483,PETTERS CONSUMER BRANDS INTERNATIONAL LLC
"PETTERS CONSUMER BRANDS, LLC",483,PETTERS CONSUMER BRANDS LLC
FRAM GROUP IP LLC,482,FRAM GROUP IP LLC
POLAROID INTERNATIONAL HOLDING LLC,482,POLAROID INTERNATIONAL HOLDING LLC
ACCURAY INCORPORATED,481,ACCURAY INC
POLAROID EYEWEAR LLC,481,POLAROID EYEWEAR LLC
POLOROID INTERNATIONAL HOLDING LLC,481,POLOROID INTERNATIONAL HOLDING LLC
ADVANCED DIGITAL INFORMATION CORPORATION,480,ADVANCED DIGITAL INFORMATION CORP
PLLAROID EYEWEAR I LLC,480,PLLAROID EYEWEAR I LLC
"POLAROID CONSUMER ELECTRONICS INTERNATIONAL, LLC, (FORMERLY KNOWN AS PETTERS CONSUMER ELECTRONICS INTERNATIONAL, LLC)",480,POLAROID CONSUMER ELECTRONICS INTERNATIONAL LLC FORMERLY KNOWNAS PETTERS CONSUMER ELECTRONICS INTERNATIONAL LLC
"POLAROID CONSUMER ELECTRONICS, LLC, (FORMERLY KNOWN AS PETTERS CONSUMER ELECTRONICS, LLC)",480,POLAROID CONSUMER ELECTRONICS LLC FORMERLY KNOWNAS PETTERS CONSUMER ELECTRONICS LLC
OCLARO TECHNOLOGY LIMITED,477,OCLARO TECHNOLOGY LTD
TOMOTHERAPY INCORPORATED,476,TOMOTHERAPY INC
"BIOMET, INC.",473,BIOMET INC
"LVB ACQUISITION, INC.",473,LVB ACQUISITION INC
"AVANOS MEDICAL SALES, LLC",472,AVANOS MEDICAL SALES LLC
"WANG LABORATORIES, INC.",472,WANG LABORATORIES INC
"ORBITAL ATK, INC.",469,ORBITAL ATK INC
"AEROJET ROCKETDYNE OF DE, INC. (F/K/A PRATT & WHITNEY ROCKETDYNE, INC.)",468,AEROJET ROCKETDYNE OF DE INC F K A PRATT & WHITNEY ROCKETDYNE INC
ROVI CORPORATION,468,ROVI CORP
"TV GUIDE INTERNATIONAL, INC.",468,TV GUIDE INTERNATIONAL INC
"SECUREWORKS, CORP.",465,SECUREWORKS CORP
BRIGGS & STRATTON CORPORATION,463,BRIGGS & STRATTON CORP
"DRESSER INTERNATIONAL, INC.",462,DRESSER INTERNATIONAL INC
"DRESSER RE, INC.",462,DRESSER RE INC
"DRESSER, INC.",462,DRESSER INC
"VISKASE COMPANIES, INC.",461,VISKASE CO INC
"JDA SOFTWARE GROUP, INC.",453,JDA SOFTWARE GROUP INC
"R2 TECHNOLOGY, INC.",448,R2 TECHNOLOGY INC
"AVID TECHNOLOGY, INC.",446,AVID TECHNOLOGY INC
CENTRALIZED MEDICAL EQUIPMENT LLC,445,CENTRALIZED MEDICAL EQUIPMENT LLC
GARDEN CITY MEDICAL INC.,445,GARDEN CITY MEDICAL INC
"GRAHAM PACKAGING COMPANY, L.P.",445,GRAHAM PACKAGING CO LP
"INVACARE CONTINUING CARE, INC.",445,INVACARE CONTINUING CARE INC
INVACARE FLORIDA CORPORATION,445,INVACARE FLORIDA CORP
"INVACARE FLORIDA HOLDINGS, LLC",445,INVACARE FLORIDA HOLDINGS LLC
INVACARE INTERNATIONAL CORPORATION,445,INVACARE INTERNATIONAL CORP
"THE AFTERMARKET GROUP, INC.",445,AFTERMARKET GROUP INC
"THE HELIXX GROUP, INC.",445,HELIXX GROUP INC
"NETLOGIC MICROSYSTEMS, INC.",444,NETLOGIC MICROSYSTEMS INC
"CERTANCE (US) HOLDINGS, INC.",443,CERTANCE US HOLDINGS INC
CERTANCE HOLDINGS CORPORATION,443,CERTANCE HOLDINGS CORP
"CERTANCE, LLC",443,CERTANCE LLC
"QUANTUM INTERNATIONAL, INC.",443,QUANTUM INTERNATIONAL INC
"CARESTREAM DENTAL, LLC",442,CARESTREAM DENTAL LLC
CYTYC PRENATAL PRODUCTS CORP.,442,CYTYC PRENATAL PRODUCTS CORP
CYTYC SURGICAL PRODUCTS II LIMITED PARTNERSHIP,442,CYTYC SURGICAL PRODUCTS II LTD PARTNERSHIP
