ee_name,freq,entity_id,standard_name
CROMPTON HOLDING CORPORATION,1281,non_financial_6989,CROMPTON HOLDING CORP
FEDERAL MOGUL POWERTRAIN LLC,1281,non_financial_8486,FEDERAL MOGUL POWERTRAIN LLC
FEDERAL-MOGUL LLC,1281,non_financial_1287,FEDERAL-MOGUL CHASSIS LLC
"GREAT LAKES CHEMICAL GLOBAL, INC.",1281,non_financial_18762,GREAT LAKES CHEMICAL GLOBAL INC
"GT SEED TREATMENT, INC.",1281,non_financial_9269,GT SEED TREATMENT INC
"LAUREL INDUSTRIES HOLDINGS, INC.",1281,non_financial_11175,LAUREL INDUSTRIES HOLDINGS INC
"EAGLE INDUSTRIES UNLIMITED, INC.",1261,non_financial_7764,EAGLE INDUSTRIES UNLTD INC
PRECIMED INC.,1230,non_financial_2652,PRECIMED
"GREATBATCH, INC.",1210,non_financial_1472,GREATBATCH
"GREATBATCH-GLOBE TOOL, INC.",1210,non_financial_9198,GREATBATCH-GLOBE TOOL INC
SOLUTIA INC.,1190,non_financial_3026,SOLUTIA
DTS LLC,1185,non_financial_1091,DTS LLC
FOTONATION CORPORATION (F/K/A DIGITALOPTICS CORPORATION AND F/K/A DIGITALOPTICS CORPORATION MEMS),1185,non_financial_8720,FOTONATION CORP F K A DIGITALOPTICS CORPORATIONAND F K A DIGITALOPTICS CORP MEMS
"INVENSAS BONDING TECHNOLOGIES, INC. (F/K/A ZIPTRONIX, INC.)",1185,non_financial_1785,INVENSAS BONDING TECHNOLOGIES
INVENSAS CORPORATION,1185,non_financial_10428,INVENSAS CORP
"TESSERA ADVANCED TECHNOLOGIES, INC",1185,non_financial_3241,TESSERA ADVANCED TECHNOLOGIES
"TESSERA, INC.",1185,non_financial_16498,TESSERA INC
"ASPECT SOFTWARE, INC.",1163,non_financial_18429,ASPECT SOFTWARE INC
INVACARE CORPORATION,1161,non_financial_10419,INVACARE CORP
"LINKPOINT INTERNATIONAL, INC.",1157,non_financial_11368,LINKPOINT INTERNATIONAL INC
"SIZE TECHNOLOGIES, INC.",1157,non_financial_15494,SIZE TECHNOLOGIES INC
"TASQ TECHNOLOGY, INC.",1157,non_financial_16324,TASQ TECHNOLOGY INC
"TELECHECK INTERNATIONAL, INC.",1157,non_financial_3216,TELECHECK INTERNATIONAL
LATTICE SEMICONDUCTOR CORPORATION,1151,non_financial_11173,LATTICE SEMICONDUCTOR CORP
PROVENANCE ASSET GROUP HOLDINGS LLC,1147,non_financial_2702,PROVENANCE ASSET GROUP LLC
PROVENANCE ASSET GROUP LLC,1135,non_financial_2702,PROVENANCE ASSET GROUP LLC
MAXAR INTELLIGENCE INC.,1127,non_financial_2109,MAXAR INTELLIGENCE
MAXAR SPACE LLC,1127,non_financial_2110,MAXAR SPACE LLC
"HARMAN INTERNATIONAL INDUSTRIES, INCORPORATED",1124,non_financial_9375,HARMAN INTERNATIONAL INDUSTRIES INC
CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC.,1114,non_financial_6810,CONVERSANT INTELLECTUAL PROPERTY MANAGEMENT INC
HARMAN BECKER AUTOMOTIVE SYSTEMS GMBH,1114,non_financial_1526,HARMAN BECKER AUTOMOTIVE SYSTEMS
"OWENS-CORNING FIBERGLAS CORPORATION, A CORP. OF DE.",1108,non_financial_2481,OWENS-CORNING FIBERGLAS CORP A CORP OF DE
MOTORS LIQUIDATION COMPANY (F/K/A GENERAL MOTORS CORPORATION),1092,non_financial_12393,MOTORS LIQUIDATION CO F K A GENERAL MOTORS CORP
SABIC INNOVATIVE PLASTICS IP B.V.,1091,non_financial_14963,SABIC INNOVATIVE PLASTICS IP BV
"DVDO, INC.",1069,non_financial_7719,DVDO INC
"SILICON IMAGE, INC.",1069,non_financial_15446,SILICON IMAGE INC
"SIBEAM, INC.",1067,non_financial_2959,SIBEAM
"MONUMENT PEAK VENTURES, LLC",1064,non_financial_12348,MONUMENT PEAK VENTURES LLC
"VISTEON EUROPEAN HOLDINGS, INC.",1054,non_financial_3495,VISTEON EUROPEAN HOLDINGS
WEATHERFORD CANADA LTD,1052,non_financial_3558,WEATHERFORD CANADA
"CONEXANT SYSTEMS WORLDWIDE, INC.",1040,non_financial_840,CONEXANT SYSTEMS
TEXSCAN CORPORATION,1038,non_financial_16511,TEXSCAN CORP
"POWER GUARD, INC.",1033,non_financial_13993,POWER GUARD INC
"ARRIS ENTERPRISES, INC.",1032,non_financial_305,ARRIS ENTERPRISES LLC
"ARRIS GROUP, INC.",1032,non_financial_4782,ARRIS GROUP INC
"ARRIS HOLDINGS CORP. OF ILLINOIS, INC.",1032,non_financial_306,ARRIS HOLDINGS CORP OF ILLINOIS
"ARRIS SOLUTIONS, INC.",1032,non_financial_4784,ARRIS SOLUTIONS INC
"BIG BAND NETWORKS, INC.",1032,non_financial_5346,BIG BAND NETWORKS INC
GIC INTERNATIONAL CAPITAL LLC,1032,non_financial_9017,GIC INTERNATIONAL HOLDCO LLC
GIC INTERNATIONAL HOLDCO LLC,1032,non_financial_9017,GIC INTERNATIONAL HOLDCO LLC
"JERROLD DC RADIO, INC.",1032,non_financial_10643,JERROLD DC RADIO INC
"NEXTLEVEL SYSTEMS (PUERTO RICO), INC.",1032,non_financial_12818,NEXTLEVEL SYSTEMS PUERTO RICO INC
GEN-PROBE INCORPORATED,1028,non_financial_1393,GEN-PROBE
"CYTYC SURGICAL PRODUCTS, LIMITED PARTNERSHIP",1017,non_financial_951,CYTYC SURGICAL PRODUCTS PARTNERSHIP
"VISTEON EUROPEAN HOLDING, INC.",1006,non_financial_3495,VISTEON EUROPEAN HOLDINGS
"BIO-LAB, INC.",995,non_financial_493,BIO-LAB
"OGIO INTERNATIONAL, INC.",987,non_financial_13124,OGIO INTERNATIONAL INC
TOPGOLF CALLAWAY BRANDS CORP. (F/K/A CALLAWAY GOLF COMPANY),987,non_financial_3290,TOPGOLF CALLAWAY BRANDS CORP F K A CALLAWAY GOLF CO
ATERNITY LLC,985,non_financial_4893,ATERNITY LLC
"OCLARO, INC.",983,non_financial_13093,OCLARO INC
"FIBERVISIONS, L.P.",982,non_financial_1301,FIBERVISIONS
"QUANTUM MEDICAL IMAGING, L.L.C.",980,non_financial_14351,QUANTUM MEDICAL IMAGING LLC
TROPHY DENTAL INC.,980,non_financial_16989,TROPHY DENTAL INC
NETIQ CORPORATION,973,non_financial_12709,NETIQ CORP
POLAROID CORPORATION,968,non_financial_2623,POLAROID CORP
POLAROID NEW BEDFORD REAL ESTATE LLC,968,non_financial_13925,POLAROID NEW BEDFORD REAL ESTATE LLC
POLAROID ASIA PACIFIC LLC,963,non_financial_13920,POLAROID ASIA PACIFIC LLC
POLAROID CAPITAL LLC,963,non_financial_13921,POLAROID CAPITAL LLC
POLAROID HOLDING COMPANY,963,non_financial_13922,POLAROID HOLDING CO
POLAROID INVESTMENT LLC,963,non_financial_13924,POLAROID INVESTMENT LLC
POLAROID NORWOOD REAL ESTATE LLC,963,non_financial_13926,POLAROID NORWOOD REAL ESTATE LLC
POLAROID WALTHAM REAL ESTATE LLC,963,non_financial_13927,POLAROID WALTHAM REAL ESTATE LLC
ZINK INCORPORATED,963,non_financial_18285,ZINK INC
POLAROID LATIN AMERICA I CORPORATION,962,non_financial_2625,POLAROID LATINAMERICA I CORP
"UNION CARBIDE CORPORATION,",955,non_financial_3391,UNION CARBIDE CORP
ZYNGA INC.,949,non_financial_18319,ZYNGA INC
ATTACHMATE CORPORATION,943,non_financial_377,ATTACHMATE CORP
"MICROSEMI COMMUNICATIONS, INC. (F/K/A VITESSE SEMICONDUCTOR CORPORATION), A DELAWARE CORPORATION",942,non_financial_2186,MICROSEMI CORP
"MICROSEMI CORP.-ANALOG MIXED SIGNAL GROUP, A DELAWARE CORPORATION",942,non_financial_2186,MICROSEMI CORP
"MICROSEMI CORP.-MEMORY AND STORAGE SOLUTIONS (F/K/A WHITE ELECTRONIC DESIGNS CORPORATION), AN INDIANA CORPORATION",942,non_financial_2186,MICROSEMI CORP
"MICROSEMI FREQUENCY AND TIME CORPORATION, A DELAWARE CORPORATION",942,non_financial_2186,MICROSEMI CORP
"MICROSEMI SEMICONDUCTOR (U.S.) INC., A DELAWARE CORPORATION",942,non_financial_2186,MICROSEMI CORP
"MICROSEMI SOC CORP., A CALIFORNIA CORPORATION",942,non_financial_2186,MICROSEMI CORP
"MONEY NETWORK FINANCIAL, LLC",940,non_financial_12331,MONEY NETWORK FINANCIAL LLC
"ALL MEDIA GUIDE, LLC",936,non_financial_131,ALL MEDIA GUIDE LLC
BORLAND SOFTWARE CORPORATION,931,non_financial_5591,BORLAND SOFTWARE CORP
"MICRO FOCUS (US), INC.",931,non_financial_2175,MICRO FOCUS US
"MICRO FOCUS SOFTWARE INC. (F/K/A NOVELL, INC.)",931,non_financial_2175,MICRO FOCUS US
"BL TECHNOLOGIES, INC.",923,non_financial_528,BL TECHNOLOGIES
BLI HOLDING CORPORATION,923,non_financial_537,BLI HOLDING CORP
"FIBERVISIONS PRODUCTS, INC.",923,non_financial_1302,FIBERVISIONS PRODUCTS
HERCULES CHEMICAL CORPORATION,923,non_financial_1570,HERCULES CHEMICAL CORP
"HERCULES COUNTRY CLUB, INC.",923,non_financial_1571,HERCULES
"HERCULES CREDIT, INC.",923,non_financial_1571,HERCULES
"HERCULES EURO HOLDINGS, LLC",923,non_financial_1573,HERCULES EURO HOLDINGS LLC
HERCULES FINANCE COMPANY,923,non_financial_1571,HERCULES
HERCULES INTERNATIONAL LIMITED,923,non_financial_1571,HERCULES
HERCULES SHARED SERVICES CORPORATION,923,non_financial_1575,HERCULES SHARED SERVICES CORP
HISPAN CORPORATION,923,non_financial_1604,HISPAN CORP
"WSP, INC.",923,non_financial_3616,WSP
"BROCADE COMMUNICATIONS SYSTEMS, INC.",906,non_financial_5714,BROCADE COMMUNICATIONS SYSTEMS INC
"DIEBOLD NIXDORF, INCORPORATED (F/K/A DIEBOLD, INCORPORATED)",906,non_financial_1036,DIEBOLD NIXDORF
DIEBOLD SELF-SERVICE SYSTEMS,906,non_financial_1037,DIEBOLD SELF-SERVICE SYSTEMS
"FOUNDRY NETWORKS, LLC",905,non_financial_1349,FOUNDRY NETWORKS LLC
"HERCULES INVESTMENTS, LLC",903,non_financial_1574,HERCULES INVESTMENTS LLC
CPFILMS INC.,902,non_financial_6913,CPFILMS INC
"THE CHEMOURS COMPANY FC, LLC",899,non_financial_3246,CHEMOURS CO FC LLC
"BETZDEARBORN EUROPE, INC.",898,non_financial_479,BETZDEARBORN
"BETZDEARBORN, INC.",889,non_financial_479,BETZDEARBORN
"HERCULES INTERNATIONAL LIMITED, L.L.C.",889,non_financial_1571,HERCULES
ANDREW LLC (F/K/A ANDREW CORPORATION),879,non_financial_232,ANDREW LLC
"ADVANCED MEDICAL OPTICS, INC.",878,non_financial_4013,ADVANCED MEDICAL OPTICS
ZENITH ELECTRONICS CORPORATION,877,non_financial_3642,ZENITH ELECTRONICS CORP
"BETZDEARBORN INTERNATIONAL, INC.",876,non_financial_479,BETZDEARBORN
"HERCULES FLAVOR, INC.",876,non_financial_1571,HERCULES
"ATHENS HOLDINGS, INC.",873,non_financial_357,HOLDINGS
"FIBERVISIONS, L.L.C.",872,non_financial_1301,FIBERVISIONS
"COVINGTON HOLDINGS, INC.",869,non_financial_888,COVINGTON HOLDINGS
"EAST BAY REALTY SERVICES, INC.",869,non_financial_1120,EAST BAY REALTY SERVICES
"ANODYNE MEDICAL DEVICE, INC.",867,non_financial_4599,ANODYNE MEDICAL DEVICE INC
"HILL-ROM COMPANY, INC.",867,non_financial_1601,HILL-ROM
"MORTARA INSTRUMENT SERVICES, INC.",867,non_financial_2248,MORTARA INSTRUMENT
"MORTARA INSTRUMENT, INC.",867,non_financial_2248,MORTARA INSTRUMENT
"BRUNSWICK COMMERCIAL & GOVERNMENT PRODUCTS, INC.",866,non_financial_608,BRUNSWICK COMMERCIAL & GOVERNMENT PRODUCTS
"METROLOGIC INSTRUMENTS, INC.",865,non_financial_12074,METROLOGIC INSTRUMENTS INC
SOLAICX,865,non_financial_18340,SOLAICX
SUN EDISON LLC,865,non_financial_3122,SUN EDISON LLC
"KCI LICENSING, INC.",861,non_financial_1865,KCI LICENSING
"APTIV DIGITAL, INC.",860,non_financial_273,APTIV DIGITAL
BL CHEMICALS INC.,859,non_financial_527,BL CHEMICALS
GENERAL MOTORS LLC,856,non_financial_1403,GENERAL MOTORS LLC
"GOPRO, INC.",852,non_financial_9143,GOPRO INC
THE GOODYEAR TIRE & RUBBER COMPANY,848,non_financial_1458,GOODYEAR TIRE & RUBBER CO
"PHASE MATRIX, INC.",847,non_financial_13715,PHASE MATRIX INC
"BETZDEARBORN CHINA, LTD.",845,non_financial_480,BETZDEARBORN CHINA
SONIC SOLUTIONS LLC,844,non_financial_3028,SONIC SOLUTIONS LLC
"BREATHE TECHNOLOGIES, INC.",843,non_financial_5648,BREATHE TECHNOLOGIES INC
"APPLIED BIOSYSTEMS, INC.",842,non_financial_258,APPLIED BIOSYSTEMS LLC
"CHEMICAL TECHNOLOGIES INDIA, LTD.",839,non_financial_737,CHEMICAL TECHNOLOGIES INDIA
VISKASE CORPORATION,838,non_financial_17546,VISKASE CORP
"BARDY DIAGNOSTICS, INC.",837,non_financial_5175,BARDY DIAGNOSTICS INC
"HILL-ROM HOLDINGS, INC.",837,non_financial_9608,HILL-ROM HOLDINGS INC
"AXLETECH INTERNATIONAL IP HOLDINGS, LLC",835,non_financial_412,AXLETECH INTERNATIONAL IP HOLDINGS LLC
KELSEY-HAYES COMPANY,831,non_financial_1872,KELSEY-HAYES CO
D R C LTD.,826,non_financial_952,D R C
"DW HOLDINGS, INC.",826,non_financial_1107,DW HOLDINGS
"FREEDOM DESIGNS, INC.",813,non_financial_8747,FREEDOM DESIGNS INC
"AFFYMETRIX, INC.",811,non_financial_4097,AFFYMETRIX INC
VERTEX PHARMACEUTICALS (SAN DIEGO) LLC,799,non_financial_17443,VERTEX PHARMACEUTICALS
VERTEX PHARMACEUTICALS INCORPORATED,799,non_financial_17443,VERTEX PHARMACEUTICALS
TRW AUTOMOTIVE U.S. LLC,796,non_financial_17015,TRW AUTOMOTIVE US LLC
TRW INTELLECTUAL PROPERTY CORP.,796,non_financial_17016,TRW INTELLECTUAL PROPERTY CORP
TRW VEHICLE SAFETY SYSTEMS INC.,796,non_financial_3353,TRW VEHICLE SAFETY SYSTEMS
SCIENCE INCORPORATED,792,non_financial_15139,SCIENCE INC
AOL ADVERTISING INC,791,non_financial_242,AOL ADVERTISING
AOL INC,791,non_financial_243,AOL
GOING INC,791,non_financial_1453,GOING
LIGHTNINGCAST LLC,791,non_financial_11327,LIGHTNINGCAST LLC
"MAPQUEST, INC",791,non_financial_2079,MAPQUEST
NETSCAPE COMMUNICATIONS CORPORATION,791,non_financial_12718,NETSCAPE COMMUNICATIONS CORP
QUIGO TECHNOLOGIES LLC,791,non_financial_14375,QUIGO TECHNOLOGIES LLC
"SPHERE SOURCE, INC",791,non_financial_3062,SPHERE SOURCE
TACODA LLC,791,non_financial_16267,TACODA LLC
"TRUVEO, INC",791,non_financial_3352,TRUVEO
"YEDDA, INC",791,non_financial_3635,YEDDA
MOMENTIVE PERFORMANCE MATERIALS GMBH & CO KG,790,non_financial_2229,MOMENTIVE PERFORMANCE MATERIALS
MOMENTIVE PERFORMANCE MATERIALS JAPAN HOLDINGS GK,790,non_financial_2229,MOMENTIVE PERFORMANCE MATERIALS
"BALLY GAMING INTERNATIONAL, INC.",787,non_financial_426,BALLY GAMING
POLAROID CORPORATION (F/K/A OEP IMAGING OPERATING COMPANY),787,non_financial_2623,POLAROID CORP
INVISTA NORTH AMERICA S.A.R.L. (F/K/A ARTEVA NORTH AMERICA S.A.R.L.),781,non_financial_1790,INVISTA NORTH AMERICA R L
SIERRA DESIGN GROUP,781,non_financial_15413,SIERRA DESIGN GROUP
"4HOME, INC.",780,non_financial_3696,4HOME INC
"ACADIA AIC, INC.",780,non_financial_3785,ACADIA AIC INC
"AEROCAST, INC.",780,non_financial_4058,AEROCAST INC
"ARRIS KOREA, INC.",780,non_financial_4783,ARRIS KOREA INC
"BROADBUS TECHNOLOGIES, INC.",780,non_financial_5702,BROADBUS TECHNOLOGIES INC
CCE SOFTWARE LLC,780,non_financial_6117,CCE SOFTWARE LLC
"GENERAL INSTRUMENT AUTHORIZATION SERVICES, INC.",780,non_financial_8933,GENERAL INSTRUMENT CORP
GENERAL INSTRUMENT CORPORATION,780,non_financial_8933,GENERAL INSTRUMENT CORP
"GENERAL INSTRUMENT INTERNATIONAL HOLDINGS, INC.",780,non_financial_8933,GENERAL INSTRUMENT CORP
IMEDIA CORPORATION,780,non_financial_10017,IMEDIA CORP
"LEAPSTONE SYSTEMS, INC.",780,non_financial_11206,LEAPSTONE SYSTEMS INC
"MODULUS VIDEO, INC.",780,non_financial_12299,MODULUS VIDEO INC
"MOTOROLA WIRELINE NETWORKS, INC.",780,non_financial_12391,MOTOROLA WIRELINE NETWORKS INC
"NETOPIA, INC.",780,non_financial_12712,NETOPIA INC
"QUANTUM BRIDGE COMMUNICATIONS, INC.",780,non_financial_14346,QUANTUM BRIDGE COMMUNICATIONS INC
"SETJAM, INC.",780,non_financial_15319,SETJAM INC
"SUNUP DESIGN SYSTEMS, INC.",780,non_financial_16124,SUNUP DESIGN SYSTEMS INC
THE GI REALTY TRUST 1996,780,non_financial_16551,GI REALTY TRUST 1996
"UCENTRIC SYSTEMS, INC.",780,non_financial_17125,UCENTRIC SYSTEMS INC
"ARVINMERITOR, INC.",770,non_financial_4812,ARVINMERITOR INC
FERRO CORPORATION,769,non_financial_8511,FERRO CORP
FEDERAL CARTRIDGE COMPANY,765,non_financial_1285,FEDERAL CARTRIDGE CO
"SERENA SOFTWARE, INC",765,non_financial_2946,SERENA SOFTWARE
FCA US LLC (FORMERLY KNOWN AS CHRYSLER GROUP LLC),762,non_financial_1282,FCA US LLC
"CELERITY, INC.",758,non_financial_6156,CELERITY INC
"CELERITY HOLDING COMPANY, INC.",756,non_financial_6153,CELERITY HOLDING CO INC
FEDERAL CARTRIDGE CO.,751,non_financial_1285,FEDERAL CARTRIDGE CO
"ORBITAL ATK, INC. (F/K/A ALLIANT TECHSYSTEMS INC.)",751,non_financial_2459,ORBITAL ATK
"ARCADE PLANET, INC.",747,non_financial_4723,ARCADE PLANET INC
"ARVIN TECHNOLOGIES, INC.",747,non_financial_4809,ARVIN TECHNOLOGIES INC
"BALLY GAMING, INC",747,non_financial_426,BALLY GAMING
"BALLY TECHNOLOGIES, INC.",747,non_financial_5156,BALLY TECHNOLOGIES INC
"SHFL ENTERTAINMENT, INC",747,non_financial_2953,SHFL ENTERTAINMENT
"ENTERASYS NETWORKS, INC.",744,non_financial_1198,ENTERASYS NETWORKS
"FIRST DATA RESOURCES, LLC",744,non_financial_1315,FIRST DATA CORP
RPX CORPORATION,742,non_financial_14911,RPX CORP
FIBERVISIONS INCORPORATED,739,non_financial_1301,FIBERVISIONS
"ARVINMERITOR TECHNOLOGY, LLC",735,non_financial_4811,ARVINMERITOR TECHNOLOGY LLC
"ARVINMERITOR OE, LLC",731,non_financial_4810,ARVINMERITOR OE LLC
"EUCLID INDUSTRIES, LLC",731,non_financial_8262,EUCLID INDUSTRIES LLC
"GABRIEL RIDE CONTROL PRODUCTS, INC.",731,non_financial_8829,GABRIEL RIDE CONTROL PRODUCTS INC
MAREMOUNT CORPORATION,731,non_financial_11690,MAREMOUNT CORP
"MERITOR HEAVY VEHICLE SYSTEMS, LLC",731,non_financial_12013,MERITOR HEAVY VEHICLE SYSTEMS LLC
"MERITOR TECHNOLOGY, LLC",731,non_financial_12014,MERITOR TECHNOLOGY LLC
MERITOR TRANSMISSION CORPORATION,731,non_financial_12015,MERITOR TRANSMISSION CORP
"MOTOR HEAVY VEHICLE SYSTEMS, LLC",731,non_financial_12388,MOTOR HEAVY VEHICLE SYSTEMS LLC
BROOKTREE CORPORATION,729,non_financial_598,BROOKTREE CORP
BROOKTREE WORLDWIDE SALES CORPORATION,729,non_financial_5724,BROOKTREE WORLDWIDE SALES CORP
"AQUA CLEAR INDUSTRIES, LLC",727,non_financial_4697,AQUA CLEAR INDUSTRIES LLC
"ASEPSIS, INC.",727,non_financial_4829,ASEPSIS INC
"CAMELBAK PRODUCTS, LLC",720,non_financial_5935,CAMELBAK PRODUCTS LLC
VISTA OUTDOOR OPERATIONS LLC,719,non_financial_3493,VISTA OUTDOOR OPERATIONS LLC
"CROWN PACKAGING TECHNOLOGY, INC.",714,non_financial_925,CROWN PACKAGING TECHNOLOGY
SECUREWORKS CORP.,713,non_financial_2931,SECUREWORKS CORP
"BUSHNELL HOLDINGS, INC.",709,non_financial_631,BUSHNELL HOLDINGS
"NIGHT OPTICS USA, INC.",707,non_financial_12840,NIGHT OPTICS USA INC
CAVIUM NETWORKS LLC,700,non_financial_678,CAVIUM NETWORKS LLC
"CAVIUM, INC",700,non_financial_679,CAVIUM
QLOGIC CORPORATION,700,non_financial_14300,QLOGIC CORP
"NOVELL, INC.",698,non_financial_12969,NOVELL INC
"PLANTRONICS, INC.",697,non_financial_2607,PLANTRONICS
ARRIS ENTERPRISES LLC,694,non_financial_305,ARRIS ENTERPRISES LLC
NEKTAR THERAPEUTICS,693,non_financial_12664,NEKTAR THERAPEUTICS
"LEGERITY, INC.",683,non_financial_11224,LEGERITY INC
"BEE STINGER, LLC",678,non_financial_467,BEE STINGER LLC
"BELL SPORTS, INC.",678,non_financial_471,BELL SPORTS
"GOLD TIP, LLC",678,non_financial_9120,GOLD TIP LLC
MICHAELS OF OREGON CO.,678,non_financial_12108,MICHAELS OF OREGON CO
MILLETT INDUSTRIES,678,non_financial_12199,MILLETT INDUSTRIES
"STONEY POINT PRODUCTS, INC.",678,non_financial_3103,STONEY POINT PRODUCTS
"TRITON BOAT COMPANY, L.P.",672,non_financial_16965,TRITON BOAT CO LP
APTIV DIGITAL INC.,669,non_financial_273,APTIV DIGITAL
"BRUNSWICK COMMERICAL & GOVERNMENT PRODUCTS, INC.",668,non_financial_608,BRUNSWICK COMMERCIAL & GOVERNMENT PRODUCTS
"GIGPEAK, INC.",665,non_financial_9023,GIGPEAK INC
ISP INVESTMENTS INC.,665,non_financial_1810,ISP INVESTMENTS
"MAGNUM SEMICONDUCTOR, INC.",664,non_financial_11618,MAGNUM SEMICONDUCTOR INC
ENDWAVE CORPORATION,661,non_financial_8048,ENDWAVE CORP
"CHIPX, INCORPORATED",646,non_financial_743,CHIPX
"INTEGRATED DEVICE TECHNOLOGY, INC.",646,non_financial_10249,INTEGRATED DEVICE TECHNOLOGY INC
CNK CHEMICAL REALTY CORPORATION,645,non_financial_6545,CNK CHEMICAL REALTY CORP
KEM MANUFACTURING CORPORATION,645,non_financial_10824,KEM MANUFACTURING CORP
NAUGATUCK TREATMENT COMPANY,645,non_financial_12599,NAUGATUCK TREATMENT CO
EVERI GAMES INC.,638,non_financial_1244,EVERI GAMES
"FIELD CONTAINER QUERETARO (USA), L.L.C.",636,non_financial_1305,FIELD CONTAINER QUERETARO USA LLC
"GRAPHIC PACKAGING INTERNATIONAL, LLC",636,non_financial_1469,GRAPHIC PACKAGING INTERNATIONAL LLC
"PMC-SIERRA US, INC.",633,non_financial_2617,PMC-SIERRA
"PMC-SIERRA, INC.",633,non_financial_2617,PMC-SIERRA
"WINTEGRA, INC.",633,non_financial_17963,WINTEGRA INC
MICROSEMI FREQUENCY AND TIME CORPORATION,632,non_financial_2186,MICROSEMI CORP
"MICROSEMI COMMUNICATIONS, INC.",631,non_financial_2186,MICROSEMI CORP
MICROSEMI CORP. - POWER PRODUCTS GROUP,631,non_financial_2186,MICROSEMI CORP
MICROSEMI CORP. - RF INTEGRATED SOLUTIONS,631,non_financial_2186,MICROSEMI CORP
"MICROSEMI SEMICONDUCTOR (U.S.), INC.",631,non_financial_2186,MICROSEMI CORP
MICROSEMI SOC CORP.,631,non_financial_2186,MICROSEMI CORP
METEOR HOLDING CORPORATION,620,non_financial_2167,METEOR HOLDING CORP
"OMNIPLANAR, INC.",620,non_financial_13169,OMNIPLANAR INC
"MICROSEMI STORAGE SOLUTIONS (U.S.), INC.",615,non_financial_2186,MICROSEMI CORP
"EXTREME NETWORKS, INC.",610,non_financial_8368,EXTREME NETWORKS INC
"NVT, LLC",610,non_financial_13044,NVT LLC
"AVENT, INC.",606,non_financial_5036,AVENT INC
"ALPHATEC SPINE, INC.",605,non_financial_157,ALPHATEC SPINE
HYUNDAI ELECTRONICS AMERICA,602,non_financial_1657,HYUNDAI ELECTRONICS AMERICA
"ALPHATEC HOLDINGS, INC.",599,non_financial_157,ALPHATEC SPINE
BUSHNELL INC.,593,non_financial_632,BUSHNELL
DIRECT RADIOGRAPHY CORP.,589,non_financial_1052,DIRECT RADIOGRAPHY CORP
SIGNODE INDUSTRIAL GROUP LLC,589,non_financial_15437,SIGNODE INDUSTRIAL GROUP LLC
MANNKIND CORPORATION,582,non_financial_11665,MANNKIND CORP
"RF MICRO DEVICES, INC.",578,non_financial_14713,RF MICRO DEVICES INC
HEXCEL CORPORATION,577,non_financial_1581,HEXCEL CORP
C PREME LIMITED LLC,576,non_financial_5835,C PREME LTD LLC
"LOGAN OUTDOOR PRODUCTS, LLC",576,non_financial_11434,LOGAN OUTDOOR PRODUCTS LLC
THE STANDARD REGISTER COMPANY,575,non_financial_16594,STANDARD REGISTER CO
"ANGIODYNAMICS, INC.",573,non_financial_18327,ANGIODYNAMICS
"IKANOS COMMUNICATIONS, INC.",567,non_financial_9966,IKANOS COMMUNICATIONS INC
"CEQUENT CONSUMER PRODUCTS, INC.",564,non_financial_710,CEQUENT CONSUMER PRODUCTS
"RPC PHOTONICS, INC.",563,non_financial_14903,RPC PHOTONICS INC
VIAVI SOLUTIONS INC.,563,non_financial_3467,VIAVI SOLUTIONS
HUNTSMAN CORPORATION,562,non_financial_1643,HUNTSMAN CORP FORMERLY TEXACO CHEMICAL CO
"PALM, INC.",561,non_financial_13426,PALM INC
READ-RITE CORPORATION,556,non_financial_2753,READ-RITE CORP
CARESTREAM DENTAL LLC,554,non_financial_666,CARESTREAM DENTAL LLC
LUMENTUM OPERATIONS LLC,554,non_financial_11493,LUMENTUM OPERATIONS LLC
"OCLARO FIBER OPTICS, INC.",554,non_financial_13090,OCLARO FIBER OPTICS INC
"DANA HEAVY VEHICLE SYSTEMS GROUP, LLC",549,non_financial_7215,DANA HEAVY VEHICLE SYSTEMS GROUP LLC
"SOLENIS TECHNOLOGIES, L.P.",548,non_financial_15626,SOLENIS TECHNOLOGIES LP
"SPIRIT AEROSYSTEMS, INC.",548,non_financial_3068,SPIRIT AEROSYSTEMS
ASPECT COMMUNICATIONS CORPORATION,544,non_financial_18426,ASPECT COMMUNICATIONS CORP
"DANA AUTOMOTIVE SYSTEMS GROUP, LLC",544,non_financial_18657,DANA AUTOMOTIVE SYSTEMS GROUP LLC
DANA LIMITED,544,non_financial_7217,DANA LTD
INVISTA NORTH AMERICA S.A.R.L.,543,non_financial_1790,INVISTA NORTH AMERICA R L
"LASER BAND, LLC",543,non_financial_11158,LASER BAND LLC
"SUNEDISON, INC. (F/K/A MEMC ELECTRONIC MATERIALS, INC.)",543,non_financial_3128,SUNEDISON
TEMPTIME CORPORATION,543,non_financial_16465,TEMPTIME CORP
ZEBRA TECHNOLOGIES CORPORATION,543,non_financial_18226,ZEBRA TECHNOLOGIES CORP
FLEXSYS AMERICA L.P.,540,non_financial_8626,FLEXSYS AMERICA LP
"ASPECT SOFTWARE INTERMEDIATE HOLDINGS, INC.",539,non_financial_18427,ASPECT SOFTWARE INTERMEDIATE HOLDINGS INC
