ee_name,freq,entity_id,standard_name
THE RICHARD C. WARD REVOCABLE LIVING TRUST,7,financial_2411,RICHARD C WARD REVOCABLE LIVING TRUST
THETITAN CORPORATION,7,financial_3110,THETITAN CORP
TRANSAMERICA COMMERCIAL FINANCE CORPORATION,7,financial_1046,TRANSAMERICA COMMERCIAL FINANCE CORP
"U.S. BANK NATIONAL ASSOCIATION, AS THE COLLATERAL AGENT",7,financial_3,US BANK NA
UMB BANK NATIONAL ASSOCIATION,7,financial_1063,UMB BANK NA
"UMB BANK, NATIONAL ASSOCIATION",7,financial_1063,UMB BANK NA
UNITED EQUITIES (COMMODITIES) COMPANY,7,financial_2748,UNITED EQUITIES COMMODITIES CO
"US ACQUISITION, LLC",7,financial_2779,US ACQUISITION LLC
"VAN DEN NIEUWENHUIJZEN, JOEP A.J.",7,financial_5745,VAN DEN NIEUWENHUIJZEN JOEP A J
"VENTURE LANDING & LEASING II, INC.",7,financial_1061,VENTURE LENDING & LEASING IV
"WB QT, LLC",7,financial_2973,WB QT LLC
"WEISS, PECK & GREER VENTURE ASSOCIATES IV CAYMAN, L.P.",7,financial_1101,WEISS PECK & GREER VENTURE ASSOCIATES IV
"WEISS, PECK & GREER VENTURE ASSOCIATES IV, L.L.C.",7,financial_1101,WEISS PECK & GREER VENTURE ASSOCIATES IV
WELLS FARGO & CO.,7,financial_1103,WELLS FARGO BANK NA
WELLS FARGO & COMPANY,7,financial_1103,WELLS FARGO BANK NA
"WELLS FARGO CAPITAL FINANCE, INC.",7,financial_1103,WELLS FARGO BANK NA
"WELLS FARGO CAPITAL FINANCE, LLC, FORMERLY KNOWN AS WELLS FARGO FOOTHILL, LLC, AS COLLATERAL AGENT",7,financial_1103,WELLS FARGO BANK NA
WF FUND V LIMITED PARTNERSHIP (C/O/B AS WELLINGTON FINANCIAL LP AND WELLINGTON FINANCIAL FUND V),7,financial_1109,WF FUND V PARTNERSHIP C O B WELLINGTON FINANCIAL & WELLINGTON FINANCIAL FUND V
"WHILEY, DAVID",7,financial_3118,WHILEY DAVID
"WICRESOFT CO., LTD.",7,financial_3139,WICRESOFT CO LTD
"WILMINGTON TRUST, NATIONAL ASSOCIATION, AS NOTES COLLATERAL TRUSTEE",7,financial_1111,WILMINGTON NA
"WPG ENTERPRISE FUND III, L.L.C.",7,financial_3248,WPG ENTERPRISE FUND III LLC
"WPG INFORMATION SCIENCES ENTREPRENEUR FUND, L.P.",7,financial_1123,WPG INFORMATION SCIENCE ENTREPRENEUR FUND
3M INNOVATIVE PROPERTIES COMPANY,6,financial_2,3M INNOVATIVE PROPERTIES CO
9938982 CANADA INC.,6,financial_1158,9938982 CANADA INC
"ABLECO FINANCE LLC, AS ADMINISTRATIVE AGENT",6,financial_5,ABLECO FINANCE LLC
ABN AMRO BANK N.V. NEW YORK BRANCH,6,financial_6,ABNAMRO BANK
"ADVANCED MEDICAL TECHNOLOGIES, INC.",6,financial_1261,ADVANCED MEDICAL TECHNOLOGIES
"AETHER FINANCIAL SERVICES SAS, AS SECURITY AGENT",6,financial_1291,AETHER FINANCIAL SERVICES SAS AS SECURITY AGENT
ALFRED E. MANN FOUNDATION FOR SCIENTIFIC RESEARCH,6,financial_1349,ALFRED E MANN FOUNDATION FOR SCIENTIFIC RESEARCH
"ALTASENS, INC.",6,financial_1401,ALTASENS INC
ALTER DOUMUS (US) LLC,6,financial_38,ALTER DOMUS US LLC
"AMERICAN CAPITAL FINANCIAL SERVICES, INC., A DELAWARE CORPORATION",6,financial_45,AMERICAN CAPITAL FINANCIAL SERVICES
AMERICAN MONITOR PARTNERS,6,financial_1456,AMERICAN MONITOR PARTNERS
AMERICAN STERLING CAPITAL CORPORATION,6,financial_1470,AMERICAN STERLING CAPITAL CORP
"ANTARED CAPITAL CORPORATION, AS AGENT",6,financial_1526,ANTARED CAPITAL CORP
"APPLE COMPUTER, INC.",6,financial_64,APPLE COMPUTER
ASSET RECOVERY GROUP LLC,6,financial_1666,ASSET RECOVERY GROUP LLC
ASSOCIATED BANK,6,financial_75,ASSOCIATED BANK NA
"ASYST TECHNOLOGIES, INC.",6,financial_77,ASYST TECHNOLOGIES
"ATHYRIUM OPPORTUNITIES IV ACQUISITION LP, AS ADMINISTRATIVE AGENT",6,financial_79,ATHYRIUM OPPORTUNITIES II ACQUISITION
"B III CAPITAL PARTNERS, L.P.",6,financial_86,B III CAPITAL PARTNERS A DELAWARE PARTNERSHIP
"BABSON CAPITAL FINANCE LLC, AS ADMINISTRATIVE AGENT",6,financial_1766,BABSON CAPITAL FINANCE LLC
BALOISE PRIVATE EQUITY LIMITED,6,financial_1793,BALOISE PRIVATE EQUITY LTD
"BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCIATION, AS AGENT",6,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A., AD ADMINISTRATIVE AGENT",6,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, NA, AS ADMINISTRATIVE AGENT",6,financial_43,BANK OF AMERICA NA
"BANK OF AMERICAN, N.A., AS ADMINISTRAIVE AGENT",6,financial_43,BANK OF AMERICA NA
"BANK OF NEW YORK, AS AGENT, THE",6,financial_102,BANK OF NEW YORK MELLON
"BANK ONE, MILWAUKEE, NATIONAL ASSOCIATION",6,financial_113,BANK ONE NA
"BANKAMERICA BUSINESS CREDIT, INC., AS AGENT",6,financial_5513,BANKAMERICA BUSINESS CREDIT
"BARCLAYS BANK PLC, AS ADMINISTRATIVE AND COLLATERAL AGENT",6,financial_126,BARCLAYS BANK
"BARCLAYSAMERICAN/BUSINESS CREDIT, INC., A CORP. OF",6,financial_125,BARCLAYS BUSINESS CREDIT
BFI BUSINESS FINANCE,6,financial_141,BFI BUSINESS FINANCE DBA CAPITALSOURCE BUSINESS FINANCE GROUP
BFM AEROSPACE CORPORATION,6,financial_143,BFM AEROSPACE CORP
"BIII CAPITAL PARTNERS, L.P.",6,financial_2254,BIII CAPITAL PARTNERS LP
BIOPHARMA CREDIT INVESTMENTS IV SUB LP,6,financial_146,BIOPHARMA CREDIT
BIOPHARMA SECURED INVESTMENTS III HOLDINGS CAYMAN LP,6,financial_5561,BIOPHARMA SECURED INVESTMENTS III HOLDINGS CAYMAN LP
"BISHOP, LAWRENCE",6,financial_2286,BISHOP LAWRENCE
"BRIDGEPORT MACHINES, INC., A DE CORP.",6,financial_2413,BRIDGEPORT MACHINES INC A DE CORP
"BRIGHT CAPITAL, LTD.",6,financial_2414,BRIGHT CAPITAL LTD
"BRIGHT OCEANS INTEL-TELECOM CO., LTD.",6,financial_2415,BRIGHT OCEANS INTEL-TELECOM CO LTD
BRIGHTSTAR ASSOCIATES LLC,6,financial_167,BRIGHTSTAR ASSOCIATES LLC
BRIO CAPITAL MASTER FUND LTD.,6,financial_2417,BRIO CAPITAL MASTER FUND LTD
"BT COMMERCIAL CORPORATION, A NEW YORK CORP.",6,financial_177,BT COMMERCIAL CORP
"CALIFORNIA KL HOLDINGS, INC.",6,financial_2539,CALIFORNIA KL HOLDINGS INC
CAMBRIAN FUND LLC,6,financial_2551,CAMBRIAN FUND LLC
"CANADIAN IMPERIAL BANK OF COMMERCE, AS AGENT",6,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
"CAPITAL ONE, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",6,financial_204,CAPITAL ONE NA
"CARDIODYNAMICS HOLDINGS, LLC",6,financial_2628,CARDIODYNAMICS HOLDINGS LLC
"CARESIDE, INC.",6,financial_2630,CARESIDE INC
"CARLYLE STRATEGIC PARTNERS, L.P.",6,financial_210,CARLYLE STRATEGIC PARTNERS
"CCP AGENCY, LLC, AS COLLATERAL AGENT",6,financial_220,CCP AGENCY LLC
"CDC IV, LLC",6,financial_2674,CDC IV LLC
"CHARDAN CAPITAL MARKETS, LLC",6,financial_2725,CHARDAN CAPITAL MARKETS LLC
"CHASE MANHATTAN BANK, THE A NATIONAL BANKING ORGANIZATION",6,financial_231,CHASE MANHATTAN BANK
CHATTERISE MANAGEMENT COMPANY,6,financial_2785,CHATTERISE MANAGEMENT CO
CHRYSALIX ENERGY II US L.P.,6,financial_2833,CHRYSALIX ENERGY II US LP
"CIBC BANK USA, AS ADMINISTRATIVE AGENT",6,financial_242,CIBC BANK USA
"CIT GROUP, THE/COMMERCIAL SERVICES, INC., AS AGENT",6,financial_244,CIT GROUP BUSINESS CREDIT
"CITICORP INDUSTRIAL CREDIT, INC., A CORP OF DE",6,financial_5518,CITICORP NORTH AMERICA
"CITICORP USA, INC. AS ""ADMINISTRATOVE AGENT"" AND CITICORP USA, INC. AS TERM C LOAN COLLATERAL AGENT",6,financial_5518,CITICORP NORTH AMERICA
"CITICORP. USA, INC.",6,financial_5518,CITICORP NORTH AMERICA
CITIZENS BANK OF RHODE ISLAND,6,financial_254,CITIZENS BANK NA
"COAST BUSINESS CREDIT,",6,financial_264,COAST BUSINESS CREDIT
"COLORADO NATIONAL BANK OF DENVER, THE",6,financial_268,COLORADO NATIONAL BANK OF DENVER
"CONGRESS FINANCIAL CORPORATION 1133 AVENUE OF THE AMERICAS NEW YORK, NY 10036",6,financial_284,CONGRESS FINANCIAL CORP
"CONNECTICUT BANK & TRUST COMPANY, N.A., 100 CONSTITUTION PLAZA",6,financial_285,CONNECTICUT NATIONAL BANK THEAS
"CONNECTICUT BANK AND TRUST COMPANY, NATIONAL ASSOCIATION, AS TRUSTEE, THE,",6,financial_285,CONNECTICUT NATIONAL BANK THEAS
CORDERO 2000 FAMILY TRUST,6,financial_3170,CORDERO 2000 FAMILY TRUST
"CPI SECURITIES LP, AS AGENT FOR LENDERS",6,financial_3205,CPI SECURITIES LP FOR LENDERS
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS COLLATERAL AGENT FOR THE FIRST-LIEN SECURED PARTIES",6,financial_309,CREDIT SUISSE
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS COLLATERAL AGENT FOR THE SECOND-LIEN SECURED PARTIES",6,financial_309,CREDIT SUISSE
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS THE AGENT",6,financial_309,CREDIT SUISSE
"CREDIT SUISSE FIRST BOSTON, AS COLLATER AGENT",6,financial_309,CREDIT SUISSE
"CRESTVIEW CAPITAL FUND, L.P.",6,financial_3320,CRESTVIEW CAPITAL FUND LP
CROSSHILL GEORGETOWN CAPITAL,6,financial_316,CROSSHILL GEORGETOWN CAPITAL
DB TRUSTEES (HONG KONG) LIMITED,6,financial_333,DB TRUSTEES
"DFJ ELEMENT CLEAN ENERGY FUND, L.P.",6,financial_352,DFJ ELEMENT
"DFJ ELEMENT INTRAFUND, L.P.",6,financial_352,DFJ ELEMENT
"DFJ ELEMENT, L.P.",6,financial_352,DFJ ELEMENT
DIME COMMERCIAL CORP.,6,financial_3479,DIME COMMERCIAL CORP
"DONNELLY, JOHN T.;",6,financial_3515,DONNELLY JOHN T
"DORRANCE STREET CAPITAL ADVISORS, L.L.C., A DELAWARE LIMITED LIABILITY COMPANY",6,financial_363,DORRANCE STREET CAPITAL ADVISORS LLC A DELAWARE LIABILITY CO
EMERGING ALLIANCE FUND L.P.,6,financial_385,EMERGING ALLIANCE FUND
"ENCINA BUSINESS CREDIT, LLC, AS AGENT",6,financial_390,ENCINA BUSINESS CREDIT LLC
ENIGMA INFORMATION SYSTEMS LTD.,6,financial_393,ENIGMA INFORMATION SYSTEMS
"ESCALATE CAPITAL PARTNERS SBIC I, L.P.",6,financial_5591,ESCALATE CAPITAL PARTNERS SBIC I LP
"EXWORKS CAPITAL FUND I, L.P., AS AGENT",6,financial_403,EXWORKS CAPITAL FUND I
"FERRETT, JAMES A.",6,financial_3771,FERRETT JAMES A
FIBERSPAR LINEPIPE LLC,6,financial_3777,FIBERSPAR LINEPIPE LLC
"FIDUS MEZZANINE CAPITAL, L.P.",6,financial_411,FIDUS MEZZANINE CAPITAL
FIFTH THIRD BANK (CHICAGO),6,financial_413,FIFTH THIRD BANK
"FIFTH THIRD BANK, ADMINISTRATIVE AGENT",6,financial_413,FIFTH THIRD BANK
"FIFTH THIRD BANK, AS ADMINISTRATIVE AGENT",6,financial_413,FIFTH THIRD BANK
"FIFTH THIRD BANK, THE, AN OH BANKING CORP.",6,financial_413,FIFTH THIRD BANK
FIRST GENERATION CAPITAL INC.,6,financial_3809,FIRST GENERATION CAPITAL INC
"FIRST INTERSTATE BANK OF TEXAS, N.A.",6,financial_429,FIRST INTERSTATE BANK OF TEXAS NA
"FIRST INTERSTATE BANK OF TEXAS, N.A. AS AGENT",6,financial_429,FIRST INTERSTATE BANK OF TEXAS NA
"FIRST MERCHANTS BANK, AS ADMIN. AGENT",6,financial_430,FIRST MERCHANTS BANK ADMIN AGENT
"FIRST NATIONAL BANK OF BOSTON, AS AGENT, THE A NATIONAL BANKING ASSOCIATION",6,financial_431,FIRST NATIONAL BANK OF CHICAGO
"FIRST NATIONAL BANK OF CHICAGO THE, AS AGENT",6,financial_431,FIRST NATIONAL BANK OF CHICAGO
"FIRST NATIONAL BANK OF CHICAGO,THE",6,financial_431,FIRST NATIONAL BANK OF CHICAGO
FIRST PENNSYLVANIA BANK N.A..,6,financial_434,FIRST PENNSYLVANIA BANK NA
"FIRST PLAZA GROUP TRUST, SOLELY FOR THE BENEFIT OF POOL PMI-127*",6,financial_435,FIRST PLAZA GROUP SOLELY FOR THE BENEFIT OF POOL PMI-127
"FIRST PLAZA GROUP TRUST, SOLELY FOR THE BENEFIT OF POOL PMI-128*",6,financial_435,FIRST PLAZA GROUP SOLELY FOR THE BENEFIT OF POOL PMI-127
"FIRST PLAZA GROUP TRUST, SOLELY FOR THE BENEFIT OF POOL PMI-129*",6,financial_435,FIRST PLAZA GROUP SOLELY FOR THE BENEFIT OF POOL PMI-127
"FIRST PLAZA GROUP TRUST, SOLELY FOR THE BENEFIT OF POOL PMI-130*",6,financial_435,FIRST PLAZA GROUP SOLELY FOR THE BENEFIT OF POOL PMI-127
FIRST VALLEY BANK,6,financial_438,FIRST VALLEY BANK
"FLEET BANK, N.A., AS ADMINISTRATOR",6,financial_442,FLEET CAPITAL CORP
"FLEET CAPITLA CORPORATION, AS AGENT",6,financial_442,FLEET CAPITAL CORP
FLEET CREDIT CORPORATION,6,financial_3840,FLEET CREDIT CORP
"FOOTHILL CAPITAL CORPORATION, A CA. CORP.",6,financial_453,FOOTHILL CAPITAL CORP
"FRENCH AMERICAN BANKING CORPORATION, 120 BROADWAY NEW YORK, NEW YORK 10271",6,financial_3894,FRENCH AMERICAN BANKING CORP 120 BROADWAY NEW YORK NEW YORK 10271
"FWHC BRIDGE, LLC",6,financial_3908,FWHC BRIDGE LLC
"GC&H INVESTMENTS, LLC",6,financial_3929,GC & H INVESTMENTS LLC
GENERAL ELECTRIC CAPITAL CORPORATION AS COLLATERAL AGENT,6,financial_482,GENERAL ELECTRIC CAPITAL CORP
GLAS TRUST CORPORATION LIMITED,6,financial_491,GLAS RP
GLEN PATENT GROUP,6,financial_3998,GLEN PATENT GROUP
"GLENBROOK PARTNERS, A NV LTD. PARTNERSHIP",6,financial_4002,GLENBROOK PARTNERS A NV LTD PARTNERSHIP
"GOLD HILL VENTURE LENDING 03, L.P., AS A LENDER",6,financial_499,GOLD HILL VENTURE LENDING 03
"GOLDMAN SACHS BANK, USA, AS COLLATERAL AGENT",6,financial_501,GOLDMAN SACHS BANK USA
"GOOD ENERGY SERVICES, LLC",6,financial_4026,GOOD ENERGY SERVICES LLC
"GOULD INC., 35129 CURTIS BLVD., EAST LAKE, OH 44095 A CORP. OF DE",6,financial_507,GOULD 35129 CURTIS BLVD EAST LAKE OH 44095 A CORP OF DE
"HAMBRECHT & QUIST GUARANTY FINANCE, LLC",6,financial_517,HAMBRECHT & QUIST GUARANTY FINANCE LLC
HAMBRO INTERNATIONAL VENTURE FUND OVERSEAS II,6,financial_518,HAMBRO INTERNATIONAL VENTURE FUND II
"HARBERT VENTURE PARTNERS (ANNEX FUND), LLC",6,financial_523,HARBERT VENTURE PARTNERS II
HARRIS TRUST & SAVINGS BANK,6,financial_526,HARRIS & SAVINGS BANK
"HARVARD BIOSCIENCE, INC.",6,financial_4154,HARVARD BIOSCIENCE INC
"HELLER FINANCAL, INC.",6,financial_541,HELLER FINANCIAL
"HONIG, BARRY",6,financial_4239,HONIG BARRY
"HT INVESTMENTS MA LLC, AS COLLATERAL AGENT",6,financial_563,HT INVESTMENTS MA LLC
"INTERMEDICS, INC.",6,financial_5632,INTERMEDICS INC
"INVESTORS PARTNER LIFE INSURANCE COMPANY, A CORP. OF DELAWARE",6,financial_590,INVESTORS PARTNER LIFE INSURANCE CO A CORP
IRREVOCABLE TRUST OF JAMES E. LINEBERGER U/A,6,financial_4391,IRREVOCABLE TRUST OF JAMES E LINEBERGER U A
"ITT COMMERICAL FINANCE CORP., A CORP. OF NEVADA",6,financial_593,ITT COMMERICAL FINANCE CORP
ITT CORPORATION,6,financial_4402,ITT CORP
"J. F. SHEA CO. INC., NOMINEE 1989-37",6,financial_5637,J F SHEA CO INC NOMINEE 1989-37
JOHN HANCOCK LIFE INSURANCE COMPANY OF AMERICA,6,financial_603,JOHN HANCOCK LIFE INSURANCE CO
"JOHN HANCOCK LIFE INSURANCE COMPANY, A CORP. OF MASSACHUSETTS",6,financial_603,JOHN HANCOCK LIFE INSURANCE CO
JPMORGAN CHASE BANK (FORMERLY KNOWN AS THE CHASE BANK),6,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A, AS COLLATERAL AGENT",6,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A., AS THE SUCCESSOR ADMINISTRATIVE AGENT",6,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION, AS AGENT",6,financial_605,JP MORGAN CHASE BANK NA
JUSTIN KEENER D/B/A JMJ FINANCIAL,6,financial_4480,JUSTIN KEENER D B A JMJ FINANCIAL
"KAYNE SENIOR CREDIT III LOANCO, LLC, AS ADMINISTRATIVE AGENT",6,financial_607,KAYNE SENIOR CREDIT III LOANCO LLC
"KELLY, EUGENE V.",6,financial_4512,KELLY EUGENE V
KING GEORGE HOLDINGS LUXEMBOURG IIA S.A R.L.,6,financial_614,KING GEORGE HOLDINGS IIA R L
KING GEORGE HOLDINGS LUXEMBOURG IIA S.A.R.L.,6,financial_614,KING GEORGE HOLDINGS IIA R L
"KOOKMIN BANK, AS COLLATERAL AGENT",6,financial_621,KOOKMIN BANK NEW YORK
"KOOKMIN BANK, AS SECURITY AGENT",6,financial_621,KOOKMIN BANK NEW YORK
"L & CO., LLC",6,financial_4587,L & CO LLC
LASALLE NATIONAL BANK ASSOCIATION,6,financial_636,LASALLE BANK NA
"LEASING TECHNOLOGIES INTERNATIONAL, INC.",6,financial_4640,LEASING TECHNOLOGIES INTERNATIONAL INC
LFG AMERICA PTY LIMITED,6,financial_4675,LFG AMERICA PTY LTD
"LITTELFUSE, INC.",6,financial_4702,LITTELFUSE INC
"LORD, BISSELL & BROOK",6,financial_4733,LORD BISSELL & BROOK
LYONDELL CHEMICAL COMPANY,6,financial_4748,LYONDELL CHEMICAL CO
"M. H. WHITTIER CORP., (SEE RECORD FOR THE REMAINING SIX (6) ASSIGNEES)",6,financial_4750,M H WHITTIER CORP SEE RECORD FOR THE REMAINING SIX 6 ASSIGNEES
MADELINE L.L.C.,6,financial_4755,MADELINE LLC
MANUFACTURERS HANOVER TRUST COMPANY A NEW YORK BANKING CORP.,6,financial_670,MANUFACTURERS HANOVER
MARINE MIDLAND BANK N.A.,6,financial_677,MARINE MIDLAND BANK NA
"MARINE MIDLAND BANK, N.A., 140 BROADWAY NEW YORK, NEW YORK 10015",6,financial_677,MARINE MIDLAND BANK NA
MARUBENI AMERICA CORPORATION,6,financial_4807,MARUBENI AMERICA CORP
MARYLAND NATIONAL BANK,6,financial_108,MARYLAND NATIONAL BANK
MASSACHUSETTS BUSINESS DEVELOPMENT CORPORATION,6,financial_683,MASSACHUSETTS BUSINESS DEVELOPMENT CORP
"MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY, A CORP. OF MASSACHUSETTS",6,financial_684,MASSACHUSETTS MUTUAL LIFE INSURANCE CO
"MASSMUTUAL CORPORATE INVESTORS, MASSACHUSETTS BUSINESS TRUST",6,financial_5678,MASSMUTUAL CORPORATE INVESTORS MASSACHUSETTS BUSINESS TRUST
"MAXXIM MEDICAL, INC.",6,financial_4832,MAXXIM MEDICAL INC
"MENLO ENTREPRENEURS FUND IX(A), L.P.",6,financial_696,MENLO ENTREPRENEURS FUND IX
"MENLO ENTREPRENEURS FUND IX, L.P.",6,financial_696,MENLO ENTREPRENEURS FUND IX
"MENLO VENTURES IX, L.P.",6,financial_697,MENLO VENTURES IX
MERGE HEALTHCARE INCORPORATED,6,financial_4904,MERGE HEALTHCARE INC
METALEX CORPORATION,6,financial_4916,METALEX CORP
METROPOLITAN LIFE INSURANCE COMPANY,6,financial_4920,METROPOLITAN LIFE INSURANCE CO
"MIDCAP FINANCIAL TRUST, AS THE ADMINISTRATIVE AGENT",6,financial_715,MIDCAP FINANCIAL
"MIDCAP FUNDING IV TRUST, SUCCESSOR AGENT",6,financial_715,MIDCAP FINANCIAL
"MILLER, JOHN S.",6,financial_4973,MILLER JOHN S
ML TECHNOLOGY VENTURES,6,financial_4994,ML TECHNOLOGY VENTURES
"MMEF IX, L.P.",6,financial_4997,MMEF IX LP
MOMONA CAPITAL LLC,6,financial_5010,MOMONA CAPITAL LLC
"NATIONAL BANK OF CANADA, A CANADIAN CHARTERED BANK",6,financial_197,NATIONAL BANK OF DETROIT
NATIONAL SEMICONDUCTOR CORPORATION,6,financial_744,NATIONAL SEMICONDUCTOR CORP
"NATIONAL WESTMINSTER BANK USA, AS ADMINISTRATOR",6,financial_747,NATIONAL WESTMINSTER BANK USA
"NATIONSBANK OF TEXAS, NA",6,financial_749,NATIONSBANK NA
"NATIONSBANK, NATIONAL ASSOCIATION (CAROLINAS)",6,financial_749,NATIONSBANK NA
NCNB NATIONAL BANK OF NORTH CAROLINA,6,financial_5119,NCNB NATIONAL BANK OF NORTH CAROLINA
NOBLE VENTURE FINANCE II S.A.,6,financial_5182,NOBLE VENTURE FINANCE II SA
"NORTHWEST FARM CREDIT SERVICES, PCA, AS ADMINISTRATIVE AGENT",6,financial_5212,NORTHWEST FARM CREDIT SERVICES PCA
"NORWEST VENTURE PARTNERS, AS COLLATERAL AGENT",6,financial_781,NORWEST VENTURE PARTNERS
"NOVELLUS DEVELOPMENT COMPANY, LLC",6,financial_5225,NOVELLUS DEVELOPMENT CO LLC
OFPG INC.,6,financial_5253,OFPG INC
OKABENA PARTNERSHIP K,6,financial_5257,OKABENA PARTNERSHIP V-8 BRUCE C LUECK PRESIDENT
OMNICORP INTERNATIONAL B.V.,6,financial_5272,OMNICORP INTERNATIONAL BV
"OPEN PRAIRIE VENTURES II, L.P.",6,financial_5283,OPEN PRAIRIE VENTURES II LP
OT LENDER PARTNERSHIP,6,financial_5316,OT LENDER PARTNERSHIP
"OWL ROCK CAPITAL CORPORATION, AS ADMINISTRATIVE AGENT",6,financial_806,OWL ROCK CAPITAL CORP
PALM FINANCE CORPORATION,6,financial_5348,PALM FINANCE CORP
"PALMAZ, JULIO",6,financial_5350,PALMAZ JULIO
"PALOMAR VENTURES II, L.P.",6,financial_5352,PALOMAR VENTURES II LP
"PATRIOT CAPITAL II, L.P.",6,financial_5382,PATRIOT CAPITAL II
"PERFORMANCE DIRECT INVESTMENTS I, L.P.",6,financial_5423,PERFORMANCE DIRECT INVESTMENTS I LP
"PNC BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT",6,financial_846,PNC BANK NA
"POWER PARAGON, INC. (BY CHANGE OF NAME FROM PTS, INC.)",6,financial_1457,POWER PARAGON INC BY CHANGE OF NAME FROM PTS INC
"POWERSMART, INC.",6,financial_1476,POWERSMART INC
PRENCEN LENDING LLC,6,financial_1179,PRENCEN LENDING LLC
PRINCETON CAPITAL FINANCE COMPANY LLC,6,financial_1193,PRINCETON CAPITAL FINANCE CO LLC
"PRUDENTIAL INSURANCE CO. OF AMERICA, THE",6,financial_869,PRUDENTIAL INSURANCE CO OF AMERICA
PRUDENTIAL-BACHE INTERFUNDING INC.,6,financial_1242,PRUDENTIAL-BACHE INTERFUNDING INC
"PURIS, LLC",6,financial_1883,PURIS LLC
"R&W VENTURES I, A CA LTD. PARTNERSHIP",6,financial_874,R & W VENTURES I A CA PARTNERSHIP
"R&W VENTURES II, A CA LTD. PARTNERSHIP",6,financial_874,R & W VENTURES I A CA PARTNERSHIP
"R.H. BOOK, LLC",6,financial_1979,R H BOOK LLC
"RAMBUS, INC.",6,financial_1306,RAMBUS INC
"RAO, SURENDRA B.",6,financial_2046,RAO SURENDRA B
RBC BANK (USA),6,financial_877,RBC BANK USA
"RBC BANK (USA), AS AGENT",6,financial_877,RBC BANK USA
"REDPOINT ASSOCIATES I, LLC",6,financial_883,REDPOINT ASSOCIATES III LLC
"REDPOINT TECHNOLOGY PARTNERS A-1, L.P.",6,financial_884,REDPOINT TECHNOLOGY PARTNERS A-1
"REDPOINT TECHNOLOGY PARTNERS Q-1, L.P.",6,financial_884,REDPOINT TECHNOLOGY PARTNERS A-1
"REDPOINT VENTURES I, L.P.",6,financial_885,REDPOINT VENTURES III
"RIBOGENE, INC.",6,financial_1412,RIBOGENE INC
"ROCKEFELLER GROUP CAPITAL CORPORATION, A CORP. OF DE",6,financial_1466,ROCKEFELLER GROUP CAPITAL CORP A CORP OF DE
ROCKWELL SCIENTIFIC COMPANY LLC,6,financial_897,ROCKWELL SCIENTIFIC CO LLC
"ROCKWELL SCIENTIFIC LICENSING, LLC",6,financial_897,ROCKWELL SCIENTIFIC CO LLC
"ROYAL BANK OF CANADA, AS FIRST LIEN COLLATERAL A",6,financial_900,ROYAL BANK OF CANADA
RSJ PRIVATE EQUITY INVESTICNI FOND S PROMENNYM ZAKLADNIM KAPITALEM A.S. AS REPRESENTATIVE SECURED PARTY,6,financial_1531,RSJ PRIVATE EQUITY INVESTICNI FOND S PROMENNYM ZAKLADNIM KAPITALEM A S AS REPRESENTATIVE SECURED PARTY
"SANWA BUSINESS CREDIT CORPORATION, A DE CORP.",6,financial_913,SANWA BUSINESS CREDIT CORPORATIONA DE CORP
SARATOGA INVESTMENT CORP. SBIC LP,6,financial_914,SARATOGA INVESTMENT CORP SBIC
"SCHWEGMAN, LUNDBERG & WOESSNER, P.A.",6,financial_924,SCHWEGMAN LUNDBERG & WOESSNER P A
SEPRACOR INC.,6,financial_1737,SEPRACOR INC
"SEQUENOM, INC.",6,financial_1745,SEQUENOM INC
"SHAWMUT BANK, N.A., ONE FEDERAL STREET BOSTON, MASSACHUSETTS 02211",6,financial_938,SHAWMUT BANK NA
"SILBERLINE MANUFACTURING CO., INC., PANTHER VALLEY INDUSTRIAL PARK, LANSFORD, PA 18232 A CORP. OF IN",6,financial_1828,SILBERLINE MANUFACTURING CO INC PANTHER VALLEY INDUSTRIAL PARK LANSFORD PA 18232 A CORP OF IN
"SILICON VALLEY BANK, AS AGENT AND A LENDER",6,financial_950,SILICON VALLEY BANK
SILICON VALLEY FINANCIAL SERVICES,6,financial_1836,SILICON VALLEY FINANCIAL SERVICES
"SMITH MICRO SOFTWARE, INC.",6,financial_1881,SMITH MICRO SOFTWARE INC
"SMITH, ERIKA R.",6,financial_1887,SMITH ERIKA R
"STAIRMASTER SPORTS/MEDICAL PRODUCTS, INC.",6,financial_1984,STAIRMASTER SPORTS MEDICAL PRODUCTS INC
"STANDARD FEDERAL BANK, N.A., AS U.S. AGENT",6,financial_987,STANDARD FEDERAL BANK
