or_name,freq,entity_id,standard_name
"HERCULES CAPITAL, INC., AS AGENT",346,financial_544,HERCULES CAPITAL
JPMORGAN CHASE BANK N.A.,342,financial_605,JP MORGAN CHASE BANK NA
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS SECOND LIEN COLLATERAL AGENT",342,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
"JP MORGAN CHASE BANK, N.A",341,financial_605,JP MORGAN CHASE BANK NA
"WELLS FARGO CAPITAL FINANCE, LLC (FORMERLY KNOWN AS WELLS FARGO FOOTHILL, LLC)",340,financial_1103,WELLS FARGO BANK NA
"CHASE MANHATTAN BANK, THE",339,financial_231,CHASE MANHATTAN BANK
"HPS INVESTMENT PARTNERS, LLC, AS COLLATERAL AGENT",338,financial_559,HPS INVESTMENT PARTNERS LLC
"CHASE MANHATTAN BANK, AS COLLATERAL AGENT, THE",334,financial_231,CHASE MANHATTAN BANK
"CITICORP USA, INC. (AS ADMINISTRATIVE AGENT)",332,financial_5518,CITICORP NORTH AMERICA
"MIDCAP FUNDING IV TRUST (AS SUCCESSOR BY ASSIGNMENT FROM MIDCAP FUNDING X TRUST, AS SUCCESSOR BY ASSIGNMENT FROM MIDCAP FUNDING IV TRUST, AS SUCCESSOR BY ASSIGNMENT FROM MIDCAP FINANCIAL TRUST)",332,financial_715,MIDCAP FINANCIAL
"FIFTH THIRD BANK, AN OHIO BANKING CORPORATION, AND SUCCESSOR BY MERGER TO FIFTH THIRD BANK, A MICHIGAN BANKING CORPORATION, AS COLLATERAL AGENT",331,financial_413,FIFTH THIRD BANK
QUANTUM CORPORATION,331,financial_1942,QUANTUM CORP
BNP PARIBAS,330,financial_5516,BNP PARIBAS
"ENTERPRISE COMMUNICATIONS FUNDING GMBH, AS SUCCESSOR IN INTEREST TO OBSIDIAN, LLC",323,financial_3681,ENTERPRISE COMMUNICATIONS FUNDING GMBH AS SUCCESSOR IN INTEREST TO OBSIDIAN LLC
"WELLS FARGO CAPITAL FINANCE, INC. (FORMERLY KNOWN AS WELLS FARGO FOOTHILL, INC.)",323,financial_1103,WELLS FARGO BANK NA
"PNC BANK, NATIONAL ASSOCIATION (AS SUCCESSOR-BY-MERGER TO NATIONAL CITY BANK)",321,financial_846,PNC BANK NA
"CITIBANK, N.A., AS COLLATERAL TRUSTEE AND AGENT",315,financial_251,CITIBANK NA
"PNC BANK, NATIONAL ASSOCIATION, AS AGENT",314,financial_846,PNC BANK NA
WILMINGTON TRUST FSB,310,financial_1111,WILMINGTON NA
"CANADIAN IMPERIAL BANK OF COMMERCE, AS COLLATERAL AGENT",308,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
"U.S. BANK NATIONAL ASSOCIATION (AS SUCCESSOR TRUSTEE TO FIRSTAR BANK, N.A.)",306,financial_3,US BANK NA
CONGRESS FINANCIAL CORPORATION,304,financial_284,CONGRESS FINANCIAL CORP
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",304,financial_605,JP MORGAN CHASE BANK NA
CIBC BANK USA,301,financial_242,CIBC BANK USA
"JPMRGAN CHASE BANK, N.A.",301,financial_605,JP MORGAN CHASE BANK NA
"CHASE MANHATTAN BANK, THE (FORMERLY KNOWN AS CHEMICAL BANK)",300,financial_231,CHASE MANHATTAN BANK
"CREDIT SUISSE AG, CAYMAN ISIANDS BRANCH",300,financial_309,CREDIT SUISSE
SLR INVESTMENT CORP. (F/K/A SOLAR CAPITAL LTD.),298,financial_963,SLR INVESTMENT CORP F K A SOLAR CAPITAL
"NY GREEN BANK, A DIVISION OF THE NEW YORK STATE ENERGY RESEARCH AND DEVELOPMENT AUTHORITY",297,financial_784,NY GREEN BANK
"CCP III-A, L.P.",296,financial_2670,CCP III-A LP
"CCP III-SBIC, L.P.",296,financial_2671,CCP III-SBIC LP
"CENTERFIELD CAPITAL PARTNERS III, L.P.",296,financial_2683,CENTERFIELD CAPITAL PARTNERS III LP
BIOPHARMA CREDIT PLC,295,financial_146,BIOPHARMA CREDIT
UNITED STATES TRUST COMPANY OF NEW YORK,293,financial_1059,US TRUST
WELLS FARGO BANK NATIONAL ASSOCIATION,292,financial_1103,WELLS FARGO BANK NA
WESTERN ALLIANCE BANK,290,financial_1105,WESTERNALLIANCE BANK
CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,287,financial_305,CREDIT AGRICOLE CORPORATE & INVESTMENT BANK
CPPIB CREDIT INVESTMENTS INC.,286,financial_5573,CPPIB CREDIT INVESTMENTS INC
"ALCATEL-LUCENT USA, INC.",284,financial_1338,ALCATEL-LUCENT USA INC
"WELLS FARGO BANK, NATIONAL ASSOCIATION, AS SUCCESSOR TO WACHOVIA BANK, NATIONAL ASSOCIATION",284,financial_1103,WELLS FARGO BANK NA
"SYMBIOS, INC.",282,financial_2154,SYMBIOS INC
ABN AMRO BANK N.V.,281,financial_6,ABNAMRO BANK
"BLACK DIAMOND COMMERCIAL FINANCE, L.L.C.",281,financial_147,BLACK DIAMOND COMMERCIAL FINANCE LLC
J.H. WHITNEY & CO.,280,financial_4409,J H WHITNEY & CO
TEXACO INC.,280,financial_2296,TEXACO INC
WAVE COMPUTING LIQUIDATING TRUST,280,financial_2966,WAVE COMPUTING LIQUIDATING TRUST
FIFTH THIRD BANK,279,financial_413,FIFTH THIRD BANK
"WILMINGTON TRUST, NATIONAL ASSOCIATION (SUCCESSOR BY MERGER TO WILMINGTON TRUST FSB), AS COLLATERAL AGENT",279,financial_1111,WILMINGTON NA
"ABLECO FINANCE LLC, AS COLLATERAL AGENT",276,financial_5,ABLECO FINANCE LLC
"HENRY SCHEIN, INC.",276,financial_4183,HENRY SCHEIN INC
PNC BANK NATIONAL ASSOCIATION,276,financial_846,PNC BANK NA
"MORGAN STANLEY SENIOR FUNDING, INC",274,financial_731,MORGAN STANLEY SENIOR FUNDING
"CERBERUS BUSINESS FINANCE, LLC. AS COLLATERAL AGENT",272,financial_226,CERBERUS BUSINESS FINANCE LLC
"D.B. ZWIRN FINANCE, LLC",272,financial_325,D B ZWIRN FINANCE LLC
"GENERAL ELECTRIC CAPITAL CORPORATION, AS ADMINISTRATIVE AGENT",272,financial_482,GENERAL ELECTRIC CAPITAL CORP
"BANK OF MONTREAL, AS COLLATERAL AGENT",270,financial_109,BANK OF MONTREAL
"MORGAN STANLEY & CO., INCORPORATED",270,financial_731,MORGAN STANLEY SENIOR FUNDING
"ROYAL BANK OF CANADA, AS ADMINISTRATIVE AGENT",270,financial_900,ROYAL BANK OF CANADA
"DEERFIELD SPECIAL SITUATIONS FUND, L.P.",268,financial_3423,DEERFIELD SPECIAL SITUATIONS FUND
"WELLS FARGO BANK, NATIONAL ASSOCIATION, SUCCESSOR-BY-MERGER TO WACHOVIA BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",268,financial_1103,WELLS FARGO BANK NA
FLEET CAPITAL CORPORATION,267,financial_442,FLEET CAPITAL CORP
"LEHMAN COMMERCIAL PAPER, INC., AS SECOND-LIEN COLLATERAL AGENT",266,financial_644,LEHMAN COMMERCIAL PAPER
"GENERAL ELECTRIC CAPITAL CORPORATION, AS COLLATERAL AGENT",265,financial_482,GENERAL ELECTRIC CAPITAL CORP
"SILICON VALLEY BANK, AS SUCCESSOR ADMINISTRATIVE AGENT",265,financial_950,SILICON VALLEY BANK
"WHITE OAK GLOBAL ADVISORS, LLC",265,financial_5752,WHITE OAK GLOBAL ADVISORS LLC
STARBOARD VALUE AND OPPORTUNITY MASTER FUND LTD.,264,financial_991,STARBOARD VALUE INTERMEDIATE FUND
SILICON VALLEY BANK A DIVISION OF FIRST-CITIZENS BANK & TRUST COMPANY,260,financial_950,SILICON VALLEY BANK
"WELLS FARGO FOOTHILL, LLC",259,financial_1103,WELLS FARGO BANK NA
OPUS BANK,258,financial_5290,OPUS BANK
"PNC BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",258,financial_846,PNC BANK NA
"HBK INVESTMENTS, L.P.",255,financial_533,HBK INVESTMENTS
"MIDCAP FUNDING IV TRUST, AS SUCCESSOR-IN-INTEREST TO MIDCAP FINANCIAL, LLC",254,financial_715,MIDCAP FINANCIAL
"WACHOVIA BANK, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",252,financial_1091,WACHOVIA BANK NA
"CORTLAND CAPITAL MARKET SERVICES LLC, AS COLLATERAL AGENT",251,financial_298,CORTLAND CAPITAL MARKET SERVICES LLC
"WELLS FARGO BANK MINNESOTA, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",249,financial_1103,WELLS FARGO BANK NA
SQUADRON MEDICAL FINANCE SOLUTIONS LLC,248,financial_1969,SQUADRON MEDICAL FINANCE SOLUTIONS LLC
"U.S. BANK, N.A., AS COLLATERAL AGENT",245,financial_3,US BANK NA
"DEERFIELD SPECIAL SITUATIONS INTERNATIONAL MASTER FUND, L.P.",244,financial_3423,DEERFIELD SPECIAL SITUATIONS FUND
CREDIT SUISSE FIRST BOSTON (NEW YORK BRANCH OF SWISS BANK),243,financial_309,CREDIT SUISSE
"JPMORGAN CHASE BANK, N.A., AS ADMINISTRATIVE AGENT (FORMERLY KNOWN AS THE CHASE MANHATTAN BANK)",241,financial_605,JP MORGAN CHASE BANK NA
"PNC BANK, NATIONAL ASSOCIATION, AS COLLATERAL AGENT",241,financial_846,PNC BANK NA
GOLDMAN SACHS CREDIT PARTNERS L.P.,240,financial_501,GOLDMAN SACHS BANK USA
"TRUIST BANK, AS COLLATERAL AGENT",234,financial_1053,TRUIST BANK
WELLS FARGO TRUST CORPORATION LIMITED,233,financial_1103,WELLS FARGO BANK NA
GOLUB CAPITAL LLC,231,financial_503,GOLUB CAPITAL MARKETS LLC
"GREAT ROCK CAPITAL PARTNERS MANAGEMENT, LLC",230,financial_510,GREAT ROCK CAPITAL MANAGEMENT LLC
"CERBERUS BUSINESS FINANCE AGENCY, LLC",226,financial_226,CERBERUS BUSINESS FINANCE LLC
"ALLY BANK, AS COLLATERAL AGENT",225,financial_34,ALLY BANK
CRYSTAL FINANCIAL LLC,224,financial_319,CRYSTAL FINANCIAL LLC
"SPECIAL VALUE CONTINUATION PARTNERS, LP",224,financial_5723,SPECIAL VALUE CONTINUATION PARTNERS LP
"BLUE TORCH FINANCE LLC, AS COLLATERAL AGENT",222,financial_152,BLUE TORCH FINANCE LLC
JP MORGAN CHASE BANK N.A.,222,financial_605,JP MORGAN CHASE BANK NA
MEDLEY CAPITAL CORPORATION,222,financial_693,MEDLEY CAPITAL CORP
CAPITAL ROYALTY PARTNERS II L.P.,221,financial_206,CAPITAL ROYALTY PARTNERS II
"CORTLAND CAPITAL MARKET SERVICES LLC, AS ADMINISTRATIVE AGENT",221,financial_298,CORTLAND CAPITAL MARKET SERVICES LLC
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH (FORMERLY KNOWN AS CREDIT SUISSE), AS COLLATERAL AGENT",220,financial_309,CREDIT SUISSE
"RBS CITIZENS, N.A. A NATIONAL BANKING ASSOCIATION AND SUCCESSOR TO CITIZENS BANK OF MASSACHUSETTS, A MASSACHUSETTS BANK",220,financial_879,RBS CITIZENS NA
"JMB CAPITAL PARTNERS LENDING, LLC",219,financial_4440,JMB CAPITAL PARTNERS LENDING LLC
MACQUARIE US TRADING LLC AS COLLATERAL AGENT,219,financial_660,MACQUARIE US TRADING LLC
THE BANK OF NEW YORK MELLON AS SECOND LIEN AGENT,219,financial_102,BANK OF NEW YORK MELLON
THE BANK OF NEW YORK MELLON AS THIRD LIEN AGENT,219,financial_102,BANK OF NEW YORK MELLON
"WELLS FARGO BANK, NATIONAL ASSOCIATION AS COLLATERAL AGENT",219,financial_1103,WELLS FARGO BANK NA
CREDIT SUISSE,216,financial_309,CREDIT SUISSE
"SPECIAL VALUE ABSOLUTE RETURN FUND, LLC",216,financial_5722,SPECIAL VALUE ABSOLUTE RETURN FUND LLC
"HCR COLLATERAL MANAGEMENT, LLC",215,financial_535,HCR COLLATERAL MANAGEMENT LLC
"OBSIDIAN AGENCY SERVICES, INC., AS COLLATERAL AGENT",215,financial_790,OBSIDIANAGENCY SERVICES
"GUGGENHEIM CREDIT SERVICES, LLC, AS AGENT",214,financial_516,GUGGENHEIM CREDIT SERVICES LLC
"CIT GROUP/BUSINESS CREDIT, INC.",212,financial_244,CIT GROUP BUSINESS CREDIT
SCILEX HOLDING COMPANY,212,financial_1670,SCILEX HOLDING CO
"MORGAN STANLEY SENIOR FUNDING INC., AS ADMINISTRATIVE AGENT, SUCCESSOR TO MORGAN STANLEY & CO. INCORPORATED",211,financial_731,MORGAN STANLEY SENIOR FUNDING
"SUNTRUST BANK, AS ADMINISTRATIVE AGENT",210,financial_1008,SUNTRUST BANK
GE BUSINESS FINANCIAL SERVICES INC.,208,financial_474,GE BUSINESS FINANCIAL SERVICES
"DEERFIELD ELGX REVOLVER, LLC, AS AGENT",207,financial_3421,DEERFIELD ELGX REVOLVER LLC
"DEUTSCHE BANK TRUST COMPANY AMERICAS, AS ADMINISTRATIVE AGENT",207,financial_350,DEUTSCHE BANK
CONGRESS FINANCIAL CORPORATION (NEW ENGLAND),206,financial_284,CONGRESS FINANCIAL CORP
"MANUFACTURERS AND TRADERS TRUST COMPANY, AS AGENT",206,financial_668,MANUFACTURERS & TRADERS
"DEUTSCHE BANK TRUST COMPANY AMERICAS, FORMERLY KNOWN AS BANKERS TRUST COMPANY",205,financial_350,DEUTSCHE BANK
"HELLER FINANCIAL, INC., AS AGENT",205,financial_541,HELLER FINANCIAL
"MORGAN STANLEY & CO. LLC, AS COLLATERAL AGENT",205,financial_731,MORGAN STANLEY SENIOR FUNDING
"GOLDMAN SACHS BANK USA, AS ADMINISTRATIVE AGENT",203,financial_501,GOLDMAN SACHS BANK USA
"GLOBUS MEDICAL, INC.",202,financial_4016,GLOBUS MEDICAL INC
PARALLEL INVESTMENT OPPORTUNITIES PARTNERS II L.P.,199,financial_5365,PARALLEL INVESTMENT OPPORTUNITIES PARTNERS II LP
"AEA DEBT MANAGEMENT LP, AS SECOND LIEN COLLATERAL AGENT",198,financial_17,AEA DEBT MANAGEMENT
"CITIZENS BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",198,financial_254,CITIZENS BANK NA
"CONEXANT SYSTEMS, INC",196,financial_283,CONEXANT SYSTEMS
"THE BANK OF NEW YORK MELLON, AS SECOND LIEN AGENT",196,financial_102,BANK OF NEW YORK MELLON
CREIDT SUISSE FIRST BOSTON,195,financial_309,CREDIT SUISSE
OXFORD FINANCE LLC,195,financial_807,OXFORD FINANCE LLC
ARES CAPITAL CORPORATION,193,financial_68,ARES CAPITAL CORP
"WELL FARGO FOOTHILL, INC., FORMERLY KNOWN AS FOOTHILL CAPITAL CORPORATION",192,financial_1103,WELLS FARGO BANK NA
MORGAN STANLEY SENIOR FUNDING INC,191,financial_731,MORGAN STANLEY SENIOR FUNDING
E.ON AG,190,financial_371,E ONAG
ANTARES CAPITAL LP,189,financial_55,ANTARES CAPITAL
REGIONS BANK,189,financial_5523,REGIONS BANK
"FIRST NATIONAL BANK OF CHICAGO, THE",188,financial_431,FIRST NATIONAL BANK OF CHICAGO
"CITIZENS BANK, NATIONAL ASSOCIATION",187,financial_254,CITIZENS BANK NA
"JP MORGAN CHASE BANK, N.A. AS ADMINISTRATIVE AGENT",186,financial_605,JP MORGAN CHASE BANK NA
NORTEL NETWORKS UK LIMITED,185,financial_5197,NORTEL NETWORKS CORP
"CERBERUS BUSINESS FINANCE, LLC, AS AGENT",184,financial_226,CERBERUS BUSINESS FINANCE LLC
"BANK OF AMERICA, N.A., AS ADMINISTRATIVE AGENT (AS SUCCESSOR AGENT TO WELLS FARGO BANK, NATIONAL ASSOCIATION (AS SUCCESSOR-IN-INTEREST TO WACHOVIA BANK, N.A.), AS ADMINISTRATIVE AGENT",182,financial_43,BANK OF AMERICA NA
"GOLDMAN SACHS SPECIALTY LENDING GROUP, L.P.",181,financial_502,GOLDMAN SACHS LENDING PARTNERS LLC
SECURITY PACIFIC NATIONAL BANK,179,financial_929,SECURITY PACIFIC NATIONAL BANK
ANTARES CAPITAL CORPORATION,178,financial_55,ANTARES CAPITAL
"BANKERS TRUST COMPANY, AS COLLATERAL AGENT",178,financial_120,BANKERS
"TORONTO DOMINION (TEXAS) LLC, AS ADMINISTRATIVE AGENT",177,financial_1038,DOMINION TEXAS LLC
"U.S. BANK TRUST COMPANY, NATIONAL ASSOCIATION",177,financial_3,US BANK NA
"WELLS FARGO FOOTHILL, INC., F/K/A FOOTHILL CAPITAL CORPORATION",177,financial_1103,WELLS FARGO BANK NA
"UBS AG, STAMFORD BRANCH, AS FIRST LIEN COLLATERAL AGENT",176,financial_1062,UBS STAMFORD
"HCP-FVF, LLC",174,financial_534,HCP-FVF LLC
BMO HARRIS BANK N.A.,173,financial_154,BMO HARRIS BANK NA
"CIT GROUP/BUSINESS CREDIT, INC., THE",173,financial_244,CIT GROUP BUSINESS CREDIT
"COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B.A., ""RABOBANK NEDERLAND"", NEW YORK BRANCH, AS COLLATERAL AGENT",172,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
BT COMMERICIAL CORPORATION,171,financial_177,BT COMMERCIAL CORP
"CITIZENS BANK, N.A., AS ADMINISTRATIVE AGENT",171,financial_254,CITIZENS BANK NA
CRG SERVICING LLC,171,financial_315,CRG SERVICING LLC
"SANTANDER BANK, N.A.",171,financial_911,SANTANDER BANK NA
"WILMINGTON TRUST, NATIONAL ASSOCIATION, AS AGENT",171,financial_1111,WILMINGTON NA
"JUNIPER NETWORKS, INC.",168,financial_4477,JUNIPER NETWORKS INC
"FLEET NATIONAL BANK (F/K/A BANKBOSTON, N.A.)",166,financial_442,FLEET CAPITAL CORP
HORIZON SANTE FLML SARL,166,financial_4244,HORIZON SANTE FLML SARL
JPMORGAN CHASE BANK (FORMERLY KNOWN AS THE CHASE MANHATTAN BANK WHICH WAS FORMERLY KNOWN AS CHEMICAL BANK),166,financial_605,JP MORGAN CHASE BANK NA
"DEUTSCHE BANK AG, GAYMAN ISLANDS BRANCH, AS COLLATERAL AGENT",165,financial_350,DEUTSCHE BANK
"PERCEPTIVE CREDIT HOLDINGS II, LP",165,financial_825,PERCEPTIVE CREDIT HOLDINGS II
"THE BANK OF NEW YORK MELLON TRUST COMPANY, N.A. (AS SUCCESSOR-IN-INTEREST TO J.P. MORGAN TRUST COMPANY)",165,financial_102,BANK OF NEW YORK MELLON
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS COLLATERAL TRUSTEE",165,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
"HELLER FINANCIAL, INC.",164,financial_541,HELLER FINANCIAL
"THE BANK OF NEW YORK MELLON TRUST COMPANY, N.A. (F/K/A THE BANK OF NEW YORK TRUST COMPANY, N.A.)",163,financial_102,BANK OF NEW YORK MELLON
"THE BANK OF NEW YORK MELLON, AS COLLATERAL AGENT",163,financial_102,BANK OF NEW YORK MELLON
"DEUTSCHE BANK AG CAYMAN ISLANDS BRANCH, AS COLLATERAL AGENT AND GRANTEE",160,financial_350,DEUTSCHE BANK
"BANK OF AMERICA, N.A. (F/K/A NATIONSBANK, N.A.)",159,financial_43,BANK OF AMERICA NA
"VENTURE BANKING GROUP, A DIVISION OF CUPERTINO NATIONAL BANK & TRUST",158,financial_1060,VENTURE BANKING GROUP
CHEMICAL BANK,157,financial_234,CHEMICAL BANK
ANTERES CAPITAL LP (AS SUCCESSOR BY ASSIGNMENT TO GENERAL ELECTRIC CAPITAL CORPORATION),156,financial_55,ANTARES CAPITAL
BT COMMERCIAL CORPORATION,156,financial_177,BT COMMERCIAL CORP
"GOLDMAN SACHS CREDIT PARTNERS, L.P., AS COLLATERAL AGRENT",156,financial_501,GOLDMAN SACHS BANK USA
"RBS CITIZENS, N.A.",156,financial_879,RBS CITIZENS NA
NATIONAL PENN BANK,154,financial_5098,NATIONAL PENN BANK
"BANK OF NEW YORK MELLON TRUST COMPANY, N.A. (FORMERLY, BANK OF NEW YORK TRUST COMPANY, N.A.)",153,financial_102,BANK OF NEW YORK MELLON
"BANK OF AMERICA, N.A. SUCCESSOR TO FLEET CAPITAL CORPORATION",152,financial_43,BANK OF AMERICA NA
"BANKERS TRUST COMPANY, AS AGENT",152,financial_120,BANKERS
"SANTANDER BANK, N.A. F/K/A SOVEREIGN BANK",152,financial_911,SANTANDER BANK NA
"WELLS FARGO CAPITAL FINANCE, LLC, FKA WELLS FARGO FOOTHILL, LLC",152,financial_1103,WELLS FARGO BANK NA
"CITICORP USA, INC. AS COLLATERAL AGENT",151,financial_5518,CITICORP NORTH AMERICA
"FIRST NATIONAL BANK OF BOSTON, AS TRUSTEE",151,financial_431,FIRST NATIONAL BANK OF CHICAGO
"JPMORGAN CHASE BANK, N.A. AS ADMINSTRATIVE AGENT",150,financial_605,JP MORGAN CHASE BANK NA
"SPECIAL VALUE INVESTMENT MANAGEMENT, LLC",149,financial_5724,SPECIAL VALUE INVESTMENT MANAGEMENT LLC
"BANK OF AMERICA, NATIONAL ASSOCIATION",147,financial_43,BANK OF AMERICA NA
"WELLS FARGO FOOTHILL, INC. (FORMERLY KNOWN AS FOOTHILL CAPITAL CORPORATION)",147,financial_1103,WELLS FARGO BANK NA
KKR LOAN ADMINISTRATION SERVICES LLC,145,financial_617,KKR LOANADMINISTRATION SERVICES LLC
"WILMINGTON TRUST FSB, AS COLLATERAL AGENT",145,financial_1111,WILMINGTON NA
"BANK OF AMERICA, N.A. (AS SUCCESSOR IN INTEREST TO FLEET CAPITAL CORPORATION)",144,financial_43,BANK OF AMERICA NA
"FIRST NATIONAL BANK OF BOSTON, THE",143,financial_431,FIRST NATIONAL BANK OF CHICAGO
"CANADIAN IMPERIAL BANK OF COMMERCE, AS ADMINISTRATIVE AGENT",142,financial_198,CANADIAN IMPERIAL BANK OF COMMERCE
CAPITAL ROYALTY PARTNERS II (CAYMAN) L.P.,142,financial_206,CAPITAL ROYALTY PARTNERS II
"WILMINGTON TRUST COMPANY, AS CORPORATE TRUSTEE",142,financial_1111,WILMINGTON NA
"KOREA DEVELOPMENT BANK, NEW YORK BRANCH",141,financial_622,KOREA DEVELOPMENT BANK NEW YORK
TRIPLEPOINT CAPITAL LLC,141,financial_1050,TRIPLEPOINT CAPITAL LLC
"NATIONSBANK, N.A.",140,financial_749,NATIONSBANK NA
"WACHOVIA BANK, NATIONAL ASSOCIATION, AS ADMINISTRATIVE AGENT",139,financial_1091,WACHOVIA BANK NA
WELLS FARGO CAPITAL FINANCE LLC,139,financial_1103,WELLS FARGO BANK NA
BANK OF AMERICA N.A.,138,financial_43,BANK OF AMERICA NA
"BANK OF NEW YORK, THE",138,financial_102,BANK OF NEW YORK MELLON
"PERSEUS PARTNERS VII, L.P.",138,financial_5431,PERSEUS PARTNERS VII LP
"PNC BANK NATIONAL ASSOCIATION, AS COLLATERAL AGENT",138,financial_846,PNC BANK NA
"ALLY BANK, AS REVOLVING COLLATERAL AGENT",137,financial_34,ALLY BANK
"BMO BANK N.A., AS ADMINISTRATIVE AGENT",137,financial_154,BMO HARRIS BANK NA
GE CANADA FINANCE HOLDING COMPANY,136,financial_475,GE CANADA FINANCE HOLDING CO
"TEKTRONIX, INC.",136,financial_1028,TEKTRONIX
"THE CIT GROUP/BUSINESS CREDIT, INC.",136,financial_244,CIT GROUP BUSINESS CREDIT
"NEW YORK LIFE INVESTMENT MANAGEMENT MEZZANINE PARTNERS, LP",135,financial_5696,NEW YORK LIFE INVESTMENT MANAGEMENT MEZZANINE PARTNERS LP
TRINITY UNIVERSAL INSURANCE COMPANY,135,financial_2569,TRINITY UNIVERSAL INSURANCE CO
"TRUIST BANK, SUCCESSOR BY MERGER TO SUNTRUST BANK, AS COLLATERAL AGENT AND ADMINISTRATIVE AGENT",135,financial_1053,TRUIST BANK
UNITED INSURANCE COMPANY OF AMERICA,135,financial_2751,UNITED INSURANCE CO OF AMERICA
DEUTSCHE BANK TRUST COMPANY AMERICAS (F/K/A BANKERS TRUST COMPANY),134,financial_350,DEUTSCHE BANK
WACHOVIA BANK N.A. (SUCCESSOR IN INTEREST TO CONGRESS FINANCIAL CORPORATION),134,financial_1091,WACHOVIA BANK NA
"WILMINGTON TRUST COMPANY, AS TRUSTEE",134,financial_1111,WILMINGTON NA
"MIDCAP FINANCIAL TRUST, AS ADMINISTRATIVE AGENT",133,financial_715,MIDCAP FINANCIAL
THE ROYAL BANK OF SCOTLAND PLC,133,financial_5759,ROYAL BANK OF SCOTLAND PLC
"TRANSAMERICA BUSINESS CREDIT CORPORATION, AS AGENT",133,financial_1045,TRANSAMERICA BUSINESS CREDIT CORP
"BANK OF AMERICA, N.A., (ACTING THROUGH ITS CANADA BRANCH), AS CANADIAN COLLATERAL AGENT",132,financial_43,BANK OF AMERICA NA
"KPS CAPITAL FINANCE MANAGEMENT, LLC",132,financial_625,KPS CAPITAL FINANCE MANAGEMENT LLC
"OAK HILL SECURITIES FUND, L.P.",132,financial_5242,OAK HILL SECURITIES FUND LP
"ORION ENERGY PARTNERS INVESTMENT AGENT, LLC",132,financial_5302,ORION ENERGY PARTNERS INVESTMENT AGENT LLC
KOOKMIN BANK NEW YORK,129,financial_621,KOOKMIN BANK NEW YORK
MORGAN STANLEY & CO. L.L.C.,129,financial_731,MORGAN STANLEY SENIOR FUNDING
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS COLLATERAL AGENT",129,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
NEXBANK SSB,128,financial_765,NEXBANK SSB
"ORIX GROWTH CAPITAL, LLC",128,financial_804,ORIX GROWTH CAPITAL LLC
"WELLS FARGO BANK, NATIONAL ASSOCIATION (AS SUCCESSOR AGENT TO FS INVESTMENT CORPORATION)",128,financial_1103,WELLS FARGO BANK NA
"BANKERS TRUST COMPANY, A NEW YORK BANKING CORPORATION",127,financial_120,BANKERS
"U.S. BANK NATIONAL ASSOCIATION, AS COLLATERAL TRUSTEE",127,financial_3,US BANK NA
"ATHYRIUM OPPORTUNITIES II ACQUISITION LP, AS ADMINISTRATIVE AGENT",126,financial_79,ATHYRIUM OPPORTUNITIES II ACQUISITION
CITBANK N.A.,126,financial_249,CITBANK NA
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS SUCCESSOR TO DEUTSCHE BANK AG NEW YORK BRANCH",126,financial_309,CREDIT SUISSE
"WILMINGTON SAVINGS FUND SOCIETY, FSB, COLLATERAL AGENT",126,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
"WILMINGTON TRUST, NATIONAL ASSOCIATION (AS SUCCESSOR BY MERGER TO WILMINGTON TRUST FSB)",126,financial_1111,WILMINGTON NA
MORGAN STANLEY & CO. LLC (FKA MORGAN STANLEY & CO. INCORPORATED),125,financial_731,MORGAN STANLEY SENIOR FUNDING
"CITIBANK, N.A., A NATIONAL ASSOCIATION",124,financial_251,CITIBANK NA
"CRG SERVICING LLC, AS ADMINISTRATIVE AGENT",124,financial_315,CRG SERVICING LLC
MORGAN GUARANTY TRUST COMPANY OF NEW YORK,124,financial_730,MORGAN GUARANTY OF NEW YORK & MORGAN BANK DELAWARE S SEE RECORD FOR THE REMAINING ASSIGNEES
"UMB BANK, N.A., AS COLLATERAL TRUSTEE",124,financial_1063,UMB BANK NA
"CREDIT SUISSE AG, AS ADMINISTRATIVE AGENT",123,financial_309,CREDIT SUISSE
BANK OF THE WEST,122,financial_112,BANK OF THE WEST
